#RSS_anchor1, RSS_anchor2, RSS_anchor3, RSS_anchor4
0.85714,0.8,-0.95238,-0.6
0.47619,0.68,-0.57143,-0.8
0.42857,0.76,-0.42857,-0.8
0,0.84,-0.66667,-0.55
0,0.88,-0.80952,-0.55
0,0.88,-0.7619,-0.8
0.28571,1,-0.61905,-1
0.19048,0.96,-0.61905,-0.55
0.42857,0.88,-0.42857,-0.55
0.38095,0.64,-0.52381,-0.4
0.33333,-0.2,-0.28571,-0.15
0.42857,0.4,-0.57143,-0.3
0.2381,0.28,-0.28571,-0.3
0.2381,0.16,-0.42857,-0.1
0.47619,0.16,-0.52381,-0.2
0.47619,0.04,-0.66667,-0.25
0.52381,0.4,-0.42857,-0.2
0.42857,0.08,-0.57143,-0.35
0,-0.24,-0.42857,-0.5
0.2381,0.32,-0.42857,-0.3
