#RSS_anchor1, RSS_anchor2, RSS_anchor3, RSS_anchor4
-0.85714,-0.48,0.71429,0.2
-0.57143,-0.36,0.52381,0.8
-0.71429,-0.24,0.71429,0.8
-0.57143,-0.32,0.7619,0.55
-0.71429,-0.6,0.71429,0.65
-0.28571,-0.16,0.57143,0.8
-0.38095,-0.36,0,0.5
-1,-0.48,0.38095,0.05
-0.90476,-0.6,0.7619,-0.25
-0.71429,-0.16,0.71429,0.2
-0.71429,-0.4,0.85714,0.2
-0.7619,-0.72,0.85714,0.35
-0.7619,-0.48,0.7619,0.8
-1,-0.56,0.90476,-0.1
-1,-0.36,0.85714,-0.1
-1,-0.32,0.71429,0.55
-1,-0.44,0.7619,0.3
-1,-0.56,0.90476,0.5
-1,-0.6,0.95238,0.75
-1,-0.6,0.85714,0.8
-0.90476,-0.6,0.80952,0.8
-1,-0.52,0.28571,0.5
-0.95238,-0.44,0,0.65
-0.80952,-0.2,0.14286,0.65
-1,-0.32,0.19048,0.65
-1,-0.08,0.14286,0.55
