#RSS_anchor1, RSS_anchor2, RSS_anchor3, RSS_anchor4
0.11111,0.076923,0.090909,-0.7619
0.066667,0.23077,-0.36364,-0.7619
0.15556,-0.076923,-0.045455,-0.7619
0.066667,-0.38462,-0.045455,-0.7619
-0.15556,0.076923,0,-0.7619
0.15556,-0.025641,-0.13636,-0.7619
-0.022222,0.12821,-0.13636,-0.7619
-0.33333,0.076923,-0.18182,-0.7619
-0.33333,0.076923,-0.45455,0.19048
-0.33333,-0.53846,-0.5,0.14286
-0.42222,-0.38462,-0.045455,0.14286
-0.11111,-0.23077,-0.31818,0.14286
0.022222,-0.23077,0.090909,0.14286
0.022222,-0.58974,-0.18182,0.42857
-0.066667,-0.94872,0.090909,0.42857
-0.066667,-0.38462,-0.18182,0.42857
-0.066667,-0.076923,0.090909,0.42857
-0.066667,-0.025641,0.27273,-0.47619
-0.066667,-0.28205,0.22727,0.14286
-0.2,-0.12821,0,0.14286
-0.2,-0.64103,0.36364,0.14286
-0.46667,-0.84615,0.90909,0.14286
-0.68889,-1,0.68182,0.14286
-0.68889,-0.53846,0.81818,0.33333
-0.28889,-0.38462,0.27273,0.33333
-0.28889,-0.94872,0.5,0.57143
-0.28889,-0.94872,0.72727,0.85714
-0.28889,-0.69231,0.5,0.7619
-0.46667,-1,0.72727,0.7619
-0.46667,-0.79487,0.77273,0.7619
-0.46667,-0.69231,0.81818,0.7619
-0.46667,-0.69231,0.77273,0.71429
-0.46667,-0.84615,0.77273,0.57143
-0.51111,-0.84615,0.77273,0.57143
-0.51111,-0.64103,0.86364,0.71429
-0.33333,-0.38462,0.90909,0.71429
-0.33333,-0.64103,0.90909,0.28571
-0.46667,-1,0.72727,0.28571
-0.46667,-1,0.90909,0.42857
-0.46667,-0.48718,0.81818,0.2381
-0.46667,-0.64103,0.77273,0
-0.46667,-0.58974,1,0.42857
-0.46667,-0.94872,0.86364,0.047619
-0.46667,-1,0.77273,0.047619
-0.33333,-1,0.81818,0.047619
-0.33333,-1,0.90909,0.38095
-0.91111,-1,0.81818,0.38095
-0.51111,-0.79487,0.90909,0.38095
-0.51111,-0.79487,0.77273,0.33333
-0.066667,-0.53846,0.5,0.33333
-0.066667,-0.38462,0.5,0
