#RSS_anchor1, RSS_anchor2, RSS_anchor3, RSS_anchor4
-0.33333,-0.6,0,0.05
-0.95238,-0.36,0.33333,0.5
-0.52381,-0.68,0.47619,0.5
-0.66667,-0.6,0.14286,0.5
-1,-0.2,0.14286,0.35
-0.80952,-0.48,-0.047619,0.35
-0.42857,-0.48,0.28571,0.25
-0.2381,-0.48,0.52381,0.5
-0.47619,-0.8,0.28571,0.65
-0.95238,-0.2,-0.095238,0.35
-0.38095,-0.08,0.42857,0.4
-1,-0.36,0.57143,0.2
-1,-0.32,0.38095,0.45
-0.42857,-0.68,0.71429,0.3
-1,-0.68,0.52381,0.05
-0.42857,-0.28,0.42857,0.55
-0.80952,-0.6,0.57143,0.6
-0.71429,-0.32,0.52381,0.85
-0.85714,-0.4,0.38095,0.8
-0.71429,-0.64,0.52381,0.65
-0.61905,-0.64,0.42857,0.4
-1,-0.36,0.33333,0.45
-0.85714,-0.56,0.19048,0.5
-0.90476,-0.68,0.19048,0.15
-0.57143,-0.2,0.42857,0.8
