#RSS_anchor1, RSS_anchor2, RSS_anchor3, RSS_anchor4
-1,-0.56,0,0.15
-1,-0.52,0.14286,0.2
-0.80952,-0.6,0.14286,0.4
-0.95238,-0.56,0.19048,0.65
-1,-0.76,0.19048,0.65
-0.71429,-0.6,-0.7619,0.15
-0.90476,-0.32,-0.14286,0.4
-1,-0.4,0.047619,0.35
-0.66667,-0.56,0,0.4
-1,-0.48,0.14286,-0.1
-0.66667,-0.32,-0.7619,-0.05
-0.66667,-0.32,0.14286,0.2
-0.57143,-0.2,-0.14286,0.05
-0.47619,-0.36,-0.14286,0.3
-0.57143,-0.72,0.095238,0.15
-1,-0.28,-0.047619,-0.25
-1,-0.52,0.2381,0.25
-0.7619,-0.68,0.095238,0.2
-0.80952,-0.64,-0.047619,-0.25
-0.80952,-0.64,-0.19048,0.35
-1,-0.52,0,0.5
-0.71429,-0.16,0,0.2
-0.71429,-0.08,-0.33333,0.1
