#RSS_anchor1, RSS_anchor2, RSS_anchor3, RSS_anchor4
-0.95238,-0.48,0.33333,0.65
-0.90476,-0.28,-0.047619,0.55
-0.61905,-0.28,0.28571,0.35
-0.61905,-0.36,0.28571,0.5
-0.80952,-0.36,0.14286,0.2
-0.57143,-0.2,0,0.6
-0.80952,-0.12,-0.19048,0.35
-1,-0.52,0.095238,0.6
-1,-0.64,-0.14286,0.4
-1,-0.44,-0.095238,0.35
-0.71429,-0.24,-0.42857,0.3
-0.61905,-0.2,0,0.35
-0.95238,-0.44,0.14286,-0.25
-1,-0.6,0,-0.2
-1,-0.56,0,0
-0.80952,-0.6,-0.38095,-0.9
-0.71429,-0.6,-0.095238,0.25
-1,-0.8,0,0.35
-1,-0.56,-0.38095,0.35
-1,-0.24,-0.52381,0.35
-1,-0.08,-0.42857,0.1
-0.61905,0,-0.047619,0
-0.61905,-0.04,-0.14286,-0.15
-0.61905,-0.08,0.2381,0.25
-0.71429,-0.32,-0.28571,0.15
-0.42857,-0.08,-0.42857,0.1
-0.28571,-0.28,-0.2381,0.2
-0.33333,-0.32,-0.14286,0.65
-0.85714,-0.12,0,0.55
-0.33333,0.04,-0.14286,0.35
