#RSS_anchor1, RSS_anchor2, RSS_anchor3, RSS_anchor4
0.090909,-0.28889,-0.2,-0.10638
0.090909,-0.15556,-0.2,0.021277
0.090909,-0.51111,-0.066667,0.021277
0.090909,0.066667,-0.066667,0.021277
-0.18182,-0.022222,0.066667,0.19149
-0.18182,-0.37778,0.066667,0.19149
0.045455,-0.6,0.066667,0.06383
0.045455,-0.33333,0.066667,0.06383
-0.045455,-0.28889,-0.066667,0.14894
-0.27273,0.066667,0.066667,0.14894
-0.31818,-0.2,0.066667,0.14894
-0.045455,-0.2,-0.15556,0.14894
-0.18182,-0.24444,-0.6,0.14894
-0.45455,-0.2,-0.33333,0.14894
-0.45455,-0.28889,0.066667,0.14894
-0.45455,-0.42222,-0.066667,-0.23404
-0.45455,-0.95556,0.066667,0.14894
-0.45455,-0.37778,0.066667,0.10638
-0.45455,-0.46667,-0.022222,0.14894
-0.45455,-0.73333,-0.022222,-0.31915
-0.18182,-0.6,-0.11111,-0.23404
-0.18182,-0.6,-0.51111,-0.23404
-0.18182,-0.51111,-0.022222,0.31915
-0.18182,-0.46667,0.33333,0.31915
-0.18182,-0.28889,0.46667,0.2766
-0.45455,-0.64444,0.68889,0.021277
-0.31818,-0.46667,0.46667,0.021277
-0.31818,-0.6,0.066667,0.021277
-0.27273,-0.6,0.2,0.2766
-0.5,-0.68889,0.73333,0.2766
-0.81818,-0.6,0.73333,0.2766
-0.81818,-0.6,0.68889,0.2766
-0.81818,-0.33333,0.73333,0.31915
-0.81818,-0.6,0.28889,0.31915
-0.81818,-0.64444,0.6,0.31915
-0.45455,-1,0.73333,0.57447
-0.54545,-0.91111,0.46667,0.57447
-0.54545,-0.6,0.46667,0.57447
-0.54545,-0.6,0.86667,0.57447
-0.54545,-0.55556,0.77778,0.65957
-0.36364,-0.51111,0.73333,0.19149
-0.36364,-0.42222,0.68889,0.19149
-0.36364,-0.6,0.68889,0.61702
-0.72727,-0.55556,0.68889,0.53191
-0.72727,-0.77778,0.77778,0.53191
-0.72727,-0.55556,0.6,0.021277
-0.72727,-0.37778,0.77778,0.40426
-0.68182,-0.33333,0.73333,0.40426
-0.68182,-0.33333,0.73333,0.40426
-0.31818,-0.46667,0.37778,0.74468
-0.31818,-0.46667,0.73333,0.74468
-0.86364,-0.86667,0.37778,0.40426
-0.77273,-0.37778,0.73333,0.40426
-0.77273,-0.73333,0.86667,0.40426
-0.86364,-0.64444,0.6,0.021277
-0.86364,-0.46667,0.77778,0.021277
