#RSS_anchor1, RSS_anchor2, RSS_anchor3, RSS_anchor4
-0.47619,-0.36,0.28571,0.35
-0.33333,-0.36,0.2381,0.15
-0.42857,-0.2,0.095238,0.35
-0.42857,-0.72,0.28571,0.45
-0.38095,-0.24,0.095238,0.05
-0.14286,-0.2,-0.14286,0.05
-0.14286,-0.04,-0.38095,0.25
-0.28571,-0.16,0.047619,0.3
-0.28571,-0.28,0,-0.05
-0.28571,-0.48,-0.66667,0.25
-0.2381,-0.52,0.14286,-0.2
-0.14286,-0.2,0,0.2
-0.42857,-0.08,-0.095238,0.15
-0.095238,0.04,-0.047619,-0.1
-0.14286,0.04,-0.14286,-0.4
-0.19048,-0.08,0.14286,0.15
-0.28571,-0.32,-0.14286,-0.1
-0.28571,0,-0.14286,-0.25
-0.19048,0.04,0,0.2
0,0.04,-0.42857,0.15
0.14286,-0.12,0.14286,0.35
0.14286,-0.16,-0.14286,-0.05
0.095238,-0.28,-0.095238,0.25
