#RSS_anchor1, RSS_anchor2, RSS_anchor3, RSS_anchor4
0.71429,0.8,-0.80952,-1
0.57143,0.72,-0.80952,-0.65
0.85714,0.44,-0.95238,-0.65
-0.095238,0.4,-0.85714,-1
0,0.76,-0.7619,-1
0.19048,0.4,-0.7619,-0.65
0.28571,0.4,-0.85714,-0.95
0.38095,-0.08,-1,-0.95
0.14286,0.08,-0.57143,-1
-0.2381,0.04,-0.57143,-1
0.33333,0.04,-0.14286,-0.55
0.42857,0.04,-0.28571,-0.55
-0.57143,0.04,-0.57143,-0.4
0,-0.04,-0.42857,-0.4
0.42857,-0.08,-0.14286,-0.25
0.2381,-0.28,-0.38095,-0.3
0.33333,0.04,-0.33333,-0.5
0.28571,0.12,-0.28571,-0.6
0.19048,0.04,-0.28571,-0.55
-0.14286,0.08,-0.2381,-0.2
0.047619,0.16,-0.095238,-0.15
-0.2381,0.28,-0.095238,-0.3
0.14286,0.28,-0.28571,-0.35
0.33333,0.24,-0.52381,-0.5
0,0.04,-0.42857,-0.35
