#RSS_anchor1, RSS_anchor2, RSS_anchor3, RSS_anchor4
-1,-0.84,0.57143,0.35
-0.80952,-0.4,0.19048,0.65
-1,-0.56,0.47619,0.35
-0.66667,-0.16,0.71429,0.8
-1,-0.84,0.71429,0.55
-0.80952,-0.4,0.80952,0.65
-1,-0.36,0.71429,0.35
-0.71429,-0.52,0.85714,-0.35
-1,-0.2,0.7619,0.75
-0.71429,-0.6,0.85714,0.8
-0.61905,-0.76,0.85714,0.55
-0.85714,-0.64,0.71429,-0.3
-0.66667,-0.56,0.71429,0.2
-0.66667,-0.2,0.71429,0.55
-0.57143,-0.32,0.85714,0.8
-0.61905,-0.32,0.85714,0.8
-1,-0.32,0.66667,0.65
-0.42857,-0.56,-0.095238,0.65
-0.42857,-0.52,0.047619,0.5
-0.42857,-0.32,0.28571,0.25
-0.57143,-0.08,0.2381,0.25
-0.42857,-0.2,0,0.4
-0.57143,-0.52,0.047619,-0.15
