#RSS_anchor1, RSS_anchor2, RSS_anchor3, RSS_anchor4
-0.95238,-0.64,0.42857,0.05
-0.90476,-0.32,0.42857,0.1
-0.7619,-0.48,0.28571,0.45
-0.71429,-0.52,0.47619,0.55
-0.66667,-0.12,0.42857,0.35
-0.7619,-0.08,-0.19048,0.55
-0.57143,-0.6,0.095238,0.55
-0.80952,-0.52,0.19048,0.65
-0.80952,-0.64,0.095238,-0.05
-1,-0.28,0.33333,0.25
-1,-0.52,0.047619,0.35
-1,-0.84,-0.047619,0.1
-0.95238,-0.84,0.14286,0.35
-0.85714,-0.36,0,0.8
-1,-0.52,-0.47619,0.55
-0.71429,-0.52,-0.14286,0.55
-0.80952,-0.68,0.2381,0.45
-0.80952,-0.32,-0.33333,0.35
-1,-0.64,-0.047619,-0.2
-1,-0.12,-0.57143,0.2
-0.95238,-0.08,-1,0.2
-0.95238,-0.04,0,0.05
-0.66667,-0.28,0.14286,-0.25
-1,-0.64,0,0.05
-0.61905,-0.36,0.14286,0.2
-1,-0.2,-0.047619,0.35
