#RSS_anchor1, RSS_anchor2, RSS_anchor3, RSS_anchor4
0.066667,0.33333,-0.090909,-0.047619
0.066667,0.33333,0,-0.047619
-0.066667,0.12821,-0.045455,-0.047619
-0.066667,-0.23077,0.090909,-0.047619
0.11111,-0.23077,-0.18182,-0.047619
-0.022222,-0.025641,-0.18182,-0.047619
-0.022222,-0.17949,-0.090909,-0.047619
-0.37778,0.025641,-0.045455,0.14286
-0.37778,-0.28205,0.090909,0.14286
0.022222,-0.84615,0.090909,0.14286
0.066667,-0.025641,0.090909,-0.047619
0.066667,-0.076923,-0.045455,-0.047619
0.022222,0.076923,-0.18182,0.14286
0.022222,-0.12821,0,0.14286
0.2,-0.33333,0.045455,0
0.2,-0.076923,-0.18182,0.095238
0.2,-0.58974,-0.45455,0.095238
-0.15556,0.12821,-0.13636,0.095238
-0.24444,-0.84615,-0.95455,0.095238
-0.37778,-0.12821,-0.95455,-0.14286
-0.37778,-0.38462,-0.090909,-0.14286
-0.11111,-0.28205,-0.045455,0.28571
-0.11111,-0.53846,-0.045455,0.14286
-0.11111,-1,0.045455,0.14286
-0.24444,-0.38462,-0.31818,0.14286
-0.82222,-0.89744,0.090909,0.14286
-0.066667,-0.94872,-0.18182,0.42857
-0.066667,-0.38462,0.090909,0.14286
-0.066667,-0.33333,0.13636,0.19048
-0.066667,-0.38462,0,0.28571
-0.066667,-0.69231,0.22727,0.14286
-0.066667,-1,0.45455,0.14286
-0.2,-0.53846,0.77273,0.42857
-0.2,-0.84615,0.5,0.57143
-0.2,-0.4359,0.68182,0.52381
-0.2,-0.53846,0.18182,0.42857
-0.2,-0.38462,0.36364,0.42857
-0.68889,-0.38462,0.22727,0.42857
-0.68889,-0.69231,0.36364,0.42857
-0.73333,-0.89744,0.13636,0.71429
-0.73333,-0.69231,0.40909,0.71429
-0.73333,-0.58974,0.36364,0.71429
-0.066667,-0.69231,0.72727,0.85714
-0.066667,-0.69231,0.72727,0.71429
-0.066667,-0.89744,0.63636,0.71429
-0.2,-0.79487,0.86364,0.71429
-0.37778,-1,0.90909,0.57143
-0.37778,-1,0.77273,0.57143
-0.24444,-0.53846,0.77273,0.42857
-0.24444,-1,0.90909,0.42857
-0.82222,-0.84615,0.77273,0.42857
-0.73333,-0.69231,0.77273,0.42857
-0.33333,-1,0.81818,0.42857
-0.42222,-0.48718,0.86364,0
-0.42222,-1,0.86364,0
-0.46667,-0.94872,0.95455,0
-0.55556,-1,0.77273,0
