#RSS_anchor1, RSS_anchor2, RSS_anchor3, RSS_anchor4
0.37778,-0.48718,0.31818,0.14286
0.33333,-0.84615,0.40909,0.14286
0.2,-1,0.13636,0.14286
0.15556,-0.79487,-0.22727,0.14286
0.066667,-1,-0.22727,0.14286
0.28889,-1,0.31818,0.14286
0.28889,-0.38462,0.40909,0.14286
0.28889,-0.23077,0.31818,-0.095238
0.28889,-0.17949,0,-0.047619
0.022222,-0.076923,0.090909,-0.047619
0.022222,-0.076923,0.090909,-0.42857
0.28889,-0.17949,0.090909,-0.42857
0.28889,-0.076923,-0.045455,-0.095238
0.28889,-0.076923,-0.81818,-0.14286
0.28889,-0.076923,-0.54545,-0.28571
0.2,-0.17949,0.090909,-0.28571
0.2,-0.53846,0.090909,0
0.2,-1,-0.045455,0
0.2,-0.48718,-0.090909,0
0.2,-0.23077,0.090909,0.19048
0.24444,-0.53846,0.090909,0.19048
0.11111,-0.17949,0.090909,0.19048
0.11111,-0.076923,0.090909,-0.14286
0.11111,-0.69231,0.090909,-0.14286
-0.15556,-0.076923,-0.13636,-0.14286
-0.15556,0.076923,-0.31818,0.19048
0.24444,0.23077,-0.045455,0.19048
0.24444,0.23077,-0.54545,-0.14286
0.15556,0.076923,-0.63636,-0.14286
0.11111,0.23077,-0.18182,-0.14286
0.11111,0.12821,-0.5,-0.047619
0.066667,-0.12821,-0.81818,-0.047619
0.066667,0.23077,-0.31818,-0.28571
0.066667,0.025641,-0.31818,-0.33333
0.46667,0.12821,-0.18182,-0.33333
0.6,-0.33333,-0.18182,-0.33333
0.6,-0.12821,-0.18182,-0.28571
0.6,0.38462,-0.31818,-0.19048
0.6,0.53846,-0.86364,-0.71429
0.6,0.12821,-1,-0.42857
0.42222,0.38462,-1,-0.42857
0.2,0.23077,-0.77273,-0.42857
-0.2,0.58974,-0.72727,-0.42857
-0.2,0.64103,-0.72727,-0.38095
-0.2,0.69231,-1,-0.19048
0.33333,0.076923,-1,-0.19048
0.33333,0.076923,-1,-0.42857
0.2,0.64103,-1,-0.42857
0.066667,0.38462,-0.72727,-0.42857
0.066667,0.69231,-0.72727,-1
0.46667,0.38462,-1,-1
0.73333,-0.12821,-1,-1
0.2,0.53846,-0.86364,-1
0.2,0.23077,-0.72727,-0.57143
