#RSS_anchor1, RSS_anchor2, RSS_anchor3, RSS_anchor4
0,0.88,-0.85714,-0.75
0.28571,0.76,-0.85714,-1
0.38095,0.88,-0.80952,-1
0.42857,1,-0.95238,-0.9
0.57143,0.76,-0.95238,-0.65
0.28571,0.84,-0.95238,-0.55
0.71429,0.84,-1,-0.55
0.47619,0.76,-0.57143,-0.9
0.57143,0.88,-0.57143,-0.55
0.28571,0.88,-0.61905,-0.55
0.57143,0.88,-0.71429,-0.7
0.52381,0.84,-1,-0.95
0.28571,0.88,-0.7619,-1
0.28571,0.92,-0.95238,-0.9
0.14286,0.76,-0.47619,-1
0.38095,0.8,-0.57143,-0.55
0.47619,0.68,-0.42857,-0.6
0.42857,0.2,-0.42857,-0.3
0.42857,-0.08,-0.38095,-0.1
0.38095,-0.08,-0.14286,-0.1
0.28571,-0.08,-0.28571,-0.05
0.14286,0.28,-0.33333,-0.1
0.42857,0.56,-0.14286,-0.25
