#RSS_anchor1, RSS_anchor2, RSS_anchor3, RSS_anchor4
0.2381,0.88,-0.80952,-1
0.14286,0.88,-0.71429,-0.75
0.19048,0.96,-0.80952,-0.8
0,0.88,-0.47619,-0.55
0.33333,0.84,-0.52381,-0.6
0.19048,0.4,-0.52381,-0.75
0.28571,0.28,-0.66667,-0.55
0.28571,0.04,-0.42857,-0.15
0.42857,0.28,-0.28571,-0.15
0.19048,0.16,-0.33333,-0.15
0.42857,0.4,-0.80952,-0.2
0.42857,0.16,-0.7619,-0.3
-0.2381,0.16,-0.42857,-0.55
-0.047619,0.28,-0.42857,-0.55
0.2381,0.28,-0.42857,-0.65
0.42857,0.48,-0.71429,-0.45
0.42857,0.2,-0.71429,-0.55
0.047619,0.08,-0.42857,-0.45
0.14286,0.04,-0.28571,-0.5
-0.33333,0.4,-0.28571,-0.35
