#RSS_anchor1, RSS_anchor2, RSS_anchor3, RSS_anchor4
-0.022222,0.38462,-0.54545,-0.2381
-0.24444,0.33333,-0.54545,-0.2381
-0.2,0.12821,-0.54545,-0.2381
-0.2,0.025641,-0.54545,-0.7619
-0.24444,0.23077,-0.59091,-0.7619
-0.33333,0.12821,-0.18182,-0.7619
-0.022222,0.38462,-0.22727,-0.7619
-0.022222,-0.076923,-0.31818,-0.14286
-0.022222,-0.38462,-0.40909,-0.52381
0.022222,0.23077,-0.31818,-0.52381
0.022222,0.076923,-0.27273,-0.2381
0.022222,0.17949,-0.31818,-0.42857
0.022222,0.076923,-0.31818,-0.42857
-0.066667,-0.076923,-0.81818,-0.42857
-0.066667,0.38462,-0.81818,-0.14286
-0.066667,0.33333,-0.18182,-0.047619
0.022222,0.38462,-0.27273,-0.047619
0.022222,0.53846,-0.22727,-0.14286
0.022222,0.38462,-0.18182,-0.14286
0.066667,0.38462,-0.13636,-0.14286
0.066667,0.12821,-0.18182,-0.90476
0.066667,-0.076923,-0.31818,-0.28571
0.066667,0.58974,-0.31818,-0.28571
-0.066667,0.48718,-0.18182,-0.28571
0.15556,0.23077,-0.36364,-0.28571
0.15556,0.23077,-0.36364,-0.2381
0.15556,0.53846,-0.5,-0.2381
0.37778,0.69231,-0.95455,-0.2381
-0.28889,0.64103,-0.72727,-0.2381
-0.28889,0.38462,-1,-1
-0.28889,0.28205,-0.81818,-0.28571
-0.28889,0.4359,-0.90909,-1
-0.28889,0.69231,-0.86364,-0.57143
0.28889,0.69231,-1,-0.57143
0.15556,0.84615,-0.86364,-0.57143
0.33333,0.69231,-1,-0.57143
0.33333,0.53846,-1,-0.52381
0.33333,0.38462,-0.90909,-0.52381
0.33333,0.53846,-1,-0.95238
