#RSS_anchor1, RSS_anchor2, RSS_anchor3, RSS_anchor4
0.28571,0.04,-0.42857,-0.55
0.14286,0.08,-0.61905,-0.7
-0.57143,0.28,-0.7619,-1
0.47619,0.32,-0.61905,-1
0.47619,0.4,-0.61905,-1
0.57143,0.64,-0.7619,-1
0.80952,0.64,-0.71429,-0.3
0.57143,0.72,-0.71429,-0.8
0.47619,0.76,-1,-0.55
0.38095,0.76,-0.42857,-0.4
0.57143,0.76,-0.61905,-0.55
0.85714,0.64,-0.52381,-0.55
0.71429,0.4,-0.7619,-0.8
0.47619,0.64,-0.85714,-0.65
0.28571,0.04,-0.95238,-0.95
0.52381,0.64,-0.90476,-1
0.61905,0.52,-0.95238,-1
0.85714,0.64,-0.95238,-1
0.85714,0.64,-0.57143,-0.75
0.57143,0.72,-0.57143,-0.6
0.57143,0.76,-0.42857,-1
0.42857,0.68,-0.95238,-0.85
0.80952,0.76,-0.7619,-0.8
