#RSS_anchor1, RSS_anchor2, RSS_anchor3, RSS_anchor4
-0.66667,-0.64,0,0.2
-0.71429,-0.32,0.28571,0.4
-0.71429,-0.6,0.52381,0.05
-0.71429,-0.6,0.42857,0.4
-1,-0.56,-0.047619,0.65
-0.85714,-0.32,0.33333,0.6
-0.95238,-0.68,0.2381,0.35
-0.71429,-0.32,0.14286,0.65
-0.71429,-0.88,0,0.6
-0.80952,-0.76,-0.14286,0.6
-0.80952,-0.4,-0.047619,0.1
-0.80952,-0.48,0.28571,0.35
-0.90476,-0.6,0.19048,-0.1
-0.71429,-0.48,0.42857,0.35
-1,-0.32,-0.14286,0.3
-1,-0.68,0.28571,0.5
-1,-0.68,0.28571,0.5
-0.66667,-0.56,-0.28571,0.6
-0.7619,-0.64,0.095238,0.35
-0.57143,-0.2,0,0.35
-0.80952,-0.32,0,0.2
-0.90476,-0.44,-0.2381,0.35
-0.90476,-0.56,0,-0.25
-0.57143,-0.08,0.095238,0.15
-0.57143,-0.08,-0.14286,0
-0.95238,-0.32,0,-0.05
-0.95238,-0.48,-0.047619,-0.4
