#RSS_anchor1, RSS_anchor2, RSS_anchor3, RSS_anchor4
0.57143,0.16,-0.47619,-0.65
0.57143,0.04,-0.57143,-0.65
0.33333,0.04,-0.57143,-0.9
0.095238,0,-0.38095,-1
0.42857,0.04,-0.28571,-1
0.047619,0.08,-0.28571,-1
0,-0.4,-0.28571,-0.5
-0.095238,-0.64,-0.42857,-0.4
0.42857,0.12,-0.42857,-0.25
-0.095238,0.12,-0.38095,-0.25
0.42857,0.24,-0.33333,-0.2
0.42857,0.16,-0.28571,-0.3
0.42857,0.04,-1,-0.3
0.14286,0.28,-0.57143,-0.7
0.047619,-0.24,-0.66667,-0.55
0.47619,-0.24,-1,-0.55
0.2381,-0.44,-0.71429,-0.75
-0.57143,0.04,-0.38095,-1
0.38095,0.16,-0.42857,-0.5
0.38095,0.24,-0.28571,-0.7
-0.42857,0.04,-0.28571,-0.6
0.19048,-0.2,-0.52381,-0.25
-0.42857,0.16,-0.61905,0.05
