#RSS_anchor1, RSS_anchor2, RSS_anchor3, RSS_anchor4
0.2,-0.38462,-0.31818,0.095238
0.2,-0.58974,-0.22727,0.095238
0.2,-0.23077,0.090909,0
0.2,-0.12821,-0.090909,-0.33333
0.2,-0.28205,-0.090909,-0.42857
0.2,0.076923,0.090909,-0.42857
0.066667,-0.38462,0.090909,0.095238
0.066667,0.076923,-0.13636,0.095238
-0.86667,0.076923,0.090909,-0.80952
0.2,-0.23077,0.090909,-0.80952
0.2,0.23077,0.045455,-0.80952
0.2,0.076923,-0.27273,-0.80952
-0.066667,0.23077,-0.31818,-0.047619
-0.066667,-0.025641,-0.31818,-0.047619
-0.066667,-0.28205,-0.72727,0
0.2,-0.076923,-1,-0.95238
0.15556,-0.33333,-0.31818,-0.95238
0.2,-0.28205,-0.31818,-0.95238
0.2,-0.076923,-0.18182,-0.95238
0.15556,-0.48718,-0.81818,-0.28571
0.15556,0.23077,-0.63636,-0.28571
0.73333,0.38462,-1,-0.28571
0.33333,0.53846,-0.95455,-0.28571
0.33333,0.53846,-0.95455,-0.28571
0.6,0.38462,-0.86364,-0.42857
0.6,0.58974,-0.95455,-0.42857
0.46667,0.4359,-0.95455,-0.47619
0.6,0.84615,-0.86364,-0.47619
0.6,0.38462,-0.81818,-0.47619
0.73333,-0.48718,-1,-0.61905
0.73333,0.28205,-0.86364,-0.61905
0.73333,0.58974,-0.90909,-0.38095
0.73333,0.69231,-1,-0.71429
0.73333,-0.38462,-0.86364,-0.52381
0.73333,0.4359,-1,-1
0.6,0.53846,-0.95455,-0.52381
0.73333,0.53846,-1,-0.52381
0.77778,0.69231,-0.59091,-0.52381
0.77778,0.64103,-0.68182,-0.52381
0.77778,0.4359,-0.59091,-0.57143
0.77778,0.23077,-0.45455,-0.28571
0.77778,0.28205,-0.68182,-1
0.77778,0.53846,-0.95455,-0.71429
0.95556,0.53846,-1,-1
0.95556,0.28205,-0.72727,-1
0.95556,0.23077,-0.77273,-0.38095
0.95556,0.076923,-0.95455,-0.57143
0.95556,0.33333,-0.77273,-0.33333
0.95556,0.38462,-0.77273,-1
0.95556,0.025641,-0.77273,-0.71429
0.95556,0.23077,-0.31818,-0.52381
0.73333,0.38462,-0.090909,-0.2381
0.46667,0.28205,-0.045455,-0.2381
0.2,-0.17949,-0.13636,-0.2381
