#RSS_anchor1, RSS_anchor2, RSS_anchor3, RSS_anchor4
0.31818,0.022222,-0.066667,-0.74468
0.18182,0.2,-0.066667,-0.74468
0.18182,0.33333,-0.066667,-0.74468
0.090909,0.022222,-0.066667,-0.40426
0.090909,-0.2,-0.6,-0.40426
0.22727,-0.066667,-0.68889,0.021277
0.090909,0.28889,-0.33333,0.021277
-0.045455,0.28889,-0.51111,0.021277
-0.045455,0.066667,-0.6,0.021277
-0.045455,0.022222,-1,-0.19149
-0.045455,0.11111,-0.82222,-0.48936
0.27273,0.37778,-0.95556,-0.3617
0.22727,0.2,-0.77778,-0.3617
0.40909,0.37778,-0.42222,-0.3617
0.40909,0.42222,-1,-0.3617
0.40909,0.6,-0.77778,-0.48936
0.40909,0.6,-0.6,-0.53191
0.40909,0.6,-1,-0.74468
0.40909,0.46667,-0.95556,-0.61702
0.40909,0.33333,-0.86667,-0.40426
0.40909,0.46667,-0.6,-0.57447
0.36364,0.46667,-1,-0.3617
0.36364,0.15556,-0.68889,-0.3617
0.68182,-0.33333,-1,-0.40426
0.63636,0.2,-0.73333,-0.40426
0.45455,-0.2,-1,-0.40426
0.5,0.066667,-1,-0.40426
0.36364,-0.11111,-0.73333,-0.40426
0.36364,0.6,-0.37778,-0.40426
0.45455,0.2,-0.42222,-0.53191
0.63636,-0.2,-0.33333,-0.53191
0.36364,0.33333,-1,-0.53191
0.36364,0.6,-0.64444,-0.53191
0.36364,0.73333,-1,-0.91489
0.36364,0.95556,-0.6,-0.61702
0.045455,0.95556,-0.68889,-0.48936
0.045455,0.73333,-0.91111,-0.48936
0.045455,0.6,-0.42222,-0.61702
0,0.46667,-0.55556,-0.82979
0,0.066667,-0.68889,-0.82979
