#RSS_anchor1, RSS_anchor2, RSS_anchor3, RSS_anchor4
0.090909,-0.2,0.15556,-0.44681
-0.045455,0.066667,0.022222,-0.44681
0.13636,0.15556,0.066667,-0.44681
0,-0.066667,0.11111,-0.44681
0,0.066667,0.066667,-0.44681
-0.5,-0.066667,-0.022222,-0.40426
-0.045455,-0.73333,0.33333,-0.40426
-0.045455,-0.2,0.37778,-0.40426
0.090909,-0.022222,0.33333,0.06383
0.090909,-0.64444,0.066667,0.06383
0.090909,-0.37778,0.42222,0.06383
-0.45455,-0.37778,0.37778,-0.23404
-0.45455,-0.51111,0.2,-0.23404
-0.36364,-0.42222,0.33333,0.14894
-0.045455,-0.37778,0.15556,0.14894
-0.045455,-0.73333,0.64444,0.14894
-0.81818,-0.82222,0.86667,0.2766
-0.72727,-0.91111,0.68889,0.2766
-0.72727,-0.51111,0.68889,0.2766
-0.59091,-1,0.2,0.19149
-0.31818,-0.95556,0.2,0.19149
-0.45455,-0.86667,0.066667,0.19149
-0.45455,-1,0.6,0.19149
-0.5,-0.77778,0.33333,-0.10638
-0.72727,-0.6,0.24444,-0.10638
-0.72727,-0.51111,0.42222,-0.10638
-0.72727,-0.77778,0.2,0.14894
-0.45455,-0.6,0.2,-0.10638
-0.45455,-1,-0.2,-0.10638
-0.59091,-0.73333,0.46667,-0.10638
-0.86364,-0.73333,0.46667,-0.10638
-0.86364,-0.6,0.46667,-0.10638
-0.86364,-1,0.6,-0.021277
-0.81818,-1,0.68889,-0.65957
-0.86364,-0.86667,0.46667,-0.65957
-0.72727,-0.86667,0.86667,-0.65957
-0.45455,-0.91111,0.86667,-0.65957
-0.45455,-0.77778,0.86667,-0.65957
-0.45455,-0.55556,0.46667,0.2766
-0.31818,-0.46667,0.55556,0.19149
-0.31818,-0.6,0.33333,0.19149
-0.31818,-0.77778,0.2,0.19149
