#RSS_anchor1, RSS_anchor2, RSS_anchor3, RSS_anchor4
-0.11111,-0.076923,0.090909,-0.85714
-0.11111,0.025641,0.090909,-0.14286
-0.066667,-0.12821,0.090909,-0.14286
-0.066667,-0.23077,0,-0.28571
-0.066667,-0.28205,-0.045455,-0.52381
-0.066667,-0.48718,-0.5,-0.52381
-0.11111,-0.38462,-0.27273,-0.52381
-0.24444,-0.23077,-0.045455,-0.52381
-0.24444,-0.12821,-0.31818,0.42857
-0.24444,0.076923,0.090909,-0.14286
-0.24444,-0.025641,0.045455,-0.57143
-0.24444,-0.025641,-0.13636,-0.80952
-0.066667,-0.076923,-0.18182,-0.80952
-0.066667,0.025641,-0.090909,-0.14286
-0.066667,-0.025641,0.22727,0.14286
-0.066667,-0.076923,0.090909,0.14286
-0.066667,-0.33333,-0.045455,0
-0.066667,-0.33333,0.045455,0.14286
-0.066667,-0.025641,-0.90909,0.42857
-0.066667,0.076923,0.22727,0.28571
-0.066667,0.23077,0.090909,-0.19048
-0.066667,0.12821,0.22727,-0.19048
-0.066667,0.28205,0.22727,0.28571
-0.066667,0.28205,0.18182,-0.57143
-0.066667,0.23077,0.090909,0.047619
-0.2,0.12821,0.31818,0.047619
0.33333,0.23077,0.31818,0.047619
0.33333,0.025641,0.090909,0.28571
0.33333,0.076923,0.090909,-0.095238
0.33333,-0.076923,0.40909,0.42857
0.066667,-0.076923,0.090909,0.42857
-0.066667,-0.33333,0.22727,0.42857
0.066667,-0.38462,0.22727,0.42857
0.066667,-0.53846,0.31818,0.14286
0.066667,-0.64103,0.36364,0.2381
-0.2,-0.48718,0.090909,0.2381
-0.2,-0.64103,0.45455,0.28571
-0.2,-0.94872,0.22727,0
-0.95556,-0.64103,0.22727,0
-0.6,-0.84615,0.36364,0
