#RSS_anchor1, RSS_anchor2, RSS_anchor3, RSS_anchor4
-1,-0.64,0.28571,0.35
-0.61905,-0.2,0.71429,0.3
-0.7619,-0.32,0.42857,0.25
-0.85714,-0.36,0.85714,0.2
-0.57143,-0.64,0.85714,0.35
-0.80952,-0.52,0.71429,0.65
-0.85714,-0.6,0.90476,0.5
-0.95238,-0.6,0.85714,0.5
-0.95238,-0.6,0.85714,0.5
-0.85714,-0.44,0.85714,0.35
-0.85714,-0.56,0.7619,0.65
-0.7619,-0.44,0.85714,0.65
-1,-0.44,0.95238,0.8
-0.71429,-0.52,0.57143,0.8
-0.61905,-0.72,0.42857,0.75
-0.71429,-0.32,-0.14286,0.8
-0.42857,-0.28,0.28571,0.25
-0.42857,-0.32,0.14286,0.15
-0.57143,-0.08,0.2381,0.5
-0.42857,-0.32,0.2381,0.4
-0.42857,-0.56,0.095238,-0.05
-0.14286,-0.08,-0.047619,0.1
-0.2381,-0.16,-0.095238,0.35
-0.19048,-0.08,0.14286,0.2
-0.28571,-0.2,0.047619,0.15
