#RSS_anchor1, RSS_anchor2, RSS_anchor3, RSS_anchor4
-0.57143,-0.4,0.2381,0.65
-0.80952,-0.32,0.28571,0.4
-0.80952,-0.36,-0.42857,0.6
-0.61905,-0.48,0.28571,0.75
-1,-0.48,0.28571,0.65
-1,-0.48,0.57143,0.05
-1,-0.84,0.28571,0.35
-0.95238,-0.84,0.57143,0.5
-0.71429,-0.64,0.47619,0.45
-0.71429,-0.52,0.57143,0.35
-0.57143,-0.84,0.33333,0.5
-0.71429,-0.32,-0.28571,0.65
-0.7619,-0.68,-0.14286,0.65
-1,-0.32,-0.14286,0.35
-0.95238,-0.6,0.28571,0.75
-0.90476,-0.44,0,0.8
-0.66667,-0.44,-0.66667,0.8
-1,-0.64,-0.047619,0.35
-0.80952,-0.24,0.33333,0.5
-1,-0.32,0.38095,0.65
-1,-0.64,0.047619,0.65
-0.85714,-0.68,0.42857,0.35
-0.47619,-0.72,0.28571,0.05
-0.71429,-0.6,0.52381,0.6
-0.57143,-0.32,0.42857,0.65
-0.71429,-0.48,0.71429,0.35
-0.85714,-0.32,0.71429,0.65
-0.42857,-0.28,0.42857,0.55
-0.42857,-0.08,0.71429,0.65
-1,-0.2,0.28571,0.35
-0.80952,-0.12,0.28571,0.65
-1,-0.2,-0.42857,0.5
