#RSS_anchor1, RSS_anchor2, RSS_anchor3, RSS_anchor4
0.19048,0.64,-0.57143,-0.9
0.42857,0.4,-0.90476,-0.45
-0.52381,0.4,-0.71429,-0.25
0.33333,0.56,-0.66667,-0.25
0.38095,0.64,-0.80952,-0.4
0.38095,0.76,-0.57143,-0.4
0.14286,0.76,-0.61905,-0.35
0.14286,0.76,-0.57143,-0.4
0.28571,0.76,-0.47619,-0.55
0.28571,0.64,-0.57143,-0.75
0.42857,0.64,-0.57143,-0.9
0.42857,0.28,-0.61905,-0.95
0.28571,0.04,-0.80952,-0.65
0.28571,0.28,-1,-0.65
0.28571,0.32,-1,-1
0.42857,0.4,-0.61905,-0.55
-0.42857,0.64,-1,-0.45
0.42857,0.64,-0.95238,-0.7
0.095238,0.68,-0.61905,-0.9
0.38095,0.76,-0.57143,-0.65
0.28571,0.36,-0.80952,-0.9
0.19048,0.52,-0.90476,-0.7
