#RSS_anchor1, RSS_anchor2, RSS_anchor3, RSS_anchor4
0,-0.066667,-0.37778,-0.48936
0,-0.15556,-0.42222,-0.48936
0,0.11111,-0.42222,-0.61702
0.090909,-0.2,-0.2,-0.021277
0.090909,-0.066667,0.066667,-0.021277
0.090909,-0.11111,0.066667,-0.48936
0.13636,-0.2,-0.64444,-0.57447
0.13636,-0.51111,-0.51111,-0.57447
0.5,-0.022222,-0.6,-0.65957
0.5,0.24444,-0.33333,-0.65957
0.5,-0.51111,-0.066667,-0.2766
0.5,-0.46667,-0.33333,-0.06383
0.5,0.066667,-0.33333,-0.61702
0.090909,-0.066667,-0.42222,-0.3617
-0.090909,0.11111,-0.6,-0.3617
-0.090909,0.066667,-0.95556,-0.3617
0.27273,0.11111,-0.64444,-0.95745
0.27273,0.2,-1,-0.95745
0.36364,0.42222,-0.77778,-0.95745
0.5,0.24444,-0.6,-0.95745
0.27273,0.2,-0.42222,-0.95745
0.27273,0.46667,-0.51111,-0.95745
0.27273,0.066667,-0.95556,-0.48936
0.27273,-0.066667,-0.82222,-0.61702
0.5,0.066667,-0.77778,-0.48936
0.5,-0.022222,-0.77778,-0.48936
0.90909,0.28889,-0.73333,-0.3617
0.90909,0.24444,-0.91111,-0.3617
0.90909,0.15556,-0.91111,-0.70213
0.86364,0.066667,-0.82222,-0.70213
0.72727,0.28889,-0.68889,-0.70213
0.72727,0.28889,-0.51111,-0.70213
