#RSS_anchor1, RSS_anchor2, RSS_anchor3, RSS_anchor4
0.28571,0.4,-1,-0.65
0.71429,0.12,-1,-0.85
0.80952,0.68,-1,-1
0.80952,0.6,-1,-1
0.71429,0.36,-0.57143,-0.7
0.66667,0.04,-0.42857,-0.55
0.57143,0.04,-0.57143,-0.8
0.42857,0,-0.66667,-0.55
0.2381,0.04,-0.71429,-0.65
0.095238,0.04,-1,-0.65
0.38095,-0.36,-0.61905,-1
0.28571,-0.32,-0.28571,-1
0.095238,-0.24,-0.28571,-0.65
0.28571,-0.16,-0.38095,-0.85
0.28571,0.12,-0.38095,-0.65
0.19048,0.12,-0.28571,-0.4
0.28571,-0.16,-0.38095,-0.3
0.42857,-0.16,-0.52381,-0.25
0.28571,0.2,-0.42857,-0.25
0.28571,0.28,-0.38095,-0.1
0.42857,0.04,-0.2381,-0.35
0.2381,0,-0.7619,-0.25
0.19048,0.2,-0.52381,-0.95
0,-0.44,-0.85714,-0.45
