#RSS_anchor1, RSS_anchor2, RSS_anchor3, RSS_anchor4
0.066667,0.4359,-0.27273,-0.28571
-0.066667,0.53846,-0.31818,-0.28571
-0.066667,-0.17949,-0.68182,-0.28571
0.066667,0.076923,-0.95455,-0.28571
-0.022222,0.33333,-0.27273,-0.28571
-0.022222,0.23077,-0.18182,-0.14286
-0.022222,0.23077,-0.31818,-0.2381
0.066667,0.38462,-0.045455,-0.2381
0.15556,0.38462,-0.090909,-0.2381
0.15556,0.38462,-0.045455,-0.52381
-0.2,0.33333,-0.36364,-0.52381
-0.2,0.23077,-0.27273,-0.047619
-0.2,0.64103,-0.31818,-0.33333
0.066667,0.28205,-0.31818,-0.33333
0.066667,0.38462,-0.31818,-0.38095
0.066667,0.53846,-0.59091,-0.14286
0.066667,0.69231,-0.59091,-0.52381
0.066667,0.84615,-0.59091,-1
0.066667,0.53846,-0.77273,-0.90476
0.066667,0.23077,-0.86364,-0.71429
0.066667,0.076923,-1,-0.47619
0.24444,0.53846,-1,-0.47619
0.11111,0.69231,-0.81818,-0.47619
0.33333,0.84615,-0.59091,-0.47619
0.33333,0.69231,-1,-0.57143
0.28889,0.38462,-0.95455,-0.57143
0.24444,0.33333,-1,-0.57143
0.24444,0.48718,-1,-0.90476
0.24444,0.53846,-1,-0.57143
0.33333,0.53846,-0.95455,-0.57143
0.51111,0.53846,-0.68182,-0.57143
0.51111,0.69231,-0.95455,-0.71429
0.24444,0.79487,-0.95455,-0.71429
0.24444,0.84615,-1,-0.42857
0.24444,0.84615,-1,-1
0.2,0.53846,-1,-1
-0.066667,0.58974,-0.72727,-1
0.066667,0.23077,-1,-1
0.066667,0.38462,-0.86364,-1
-0.24444,0.53846,-0.86364,-1
0.066667,0.84615,-0.81818,-1
