#RSS_anchor1, RSS_anchor2, RSS_anchor3, RSS_anchor4
-0.28571,0.12,-0.19048,-0.65
-0.38095,0.4,-0.42857,0.05
0.095238,0.04,-0.28571,-0.4
0.42857,0.04,-0.71429,-0.3
0.52381,0.04,-0.28571,-0.5
0.42857,-0.08,-0.47619,-0.4
0.28571,-0.24,-0.47619,-0.75
0.2381,0,-0.57143,-0.9
-0.14286,0,-1,-0.65
0.47619,0.36,-0.47619,-0.95
0.57143,0.12,-0.66667,-0.95
0.57143,0.52,-0.66667,-0.8
0.71429,0.64,-0.85714,-0.85
0.85714,0.64,-0.95238,-1
0.85714,0.68,-0.95238,-0.85
0.71429,0.64,-0.47619,-0.6
0.47619,0.68,-0.47619,-0.55
0.85714,0.4,-0.80952,-0.5
0.42857,0.68,-0.57143,-0.8
0.52381,0.64,-1,-0.6
0.47619,0.6,-0.66667,-1
0.42857,0.76,-0.57143,-1
0.71429,0.52,-0.95238,-1
0.7619,0.72,-0.66667,-0.6
0.57143,0.52,-0.85714,-0.7
0.33333,0.64,-0.57143,-0.65
0.42857,0.76,-1,-0.85
0.28571,0.68,-0.61905,-0.85
