#RSS_anchor1, RSS_anchor2, RSS_anchor3, RSS_anchor4
-0.77273,-0.68889,0.066667,0.57447
-0.63636,-0.46667,-0.022222,0.57447
-0.45455,-1,0.066667,0.57447
-0.45455,-0.46667,0.066667,0.57447
-0.5,-0.46667,0.066667,0.65957
-0.31818,-0.51111,0.066667,0.65957
-0.13636,-0.64444,0.066667,0.65957
-0.13636,-0.6,0.066667,0.65957
-0.45455,-0.37778,0.2,0.2766
-0.36364,-0.68889,0.066667,0.2766
-0.59091,-0.33333,0.11111,0.2766
-0.59091,-0.42222,0.2,0.2766
-0.59091,-0.6,0.46667,0.65957
-0.59091,-0.91111,0.33333,0.65957
-0.86364,-0.82222,0.33333,0.57447
-0.5,-0.46667,0.33333,0.57447
-0.5,-0.91111,0.37778,0.57447
-0.68182,-0.55556,0.066667,0.40426
-0.40909,-1,0.64444,0.40426
-0.77273,-0.46667,0.2,0.40426
-0.40909,-0.46667,0.28889,0.40426
-0.18182,-0.42222,0.37778,0.40426
-0.18182,-0.42222,0.46667,0.40426
-0.18182,-0.82222,0.55556,0.78723
-0.18182,-0.64444,0.42222,0.82979
-0.18182,-0.46667,0.33333,0.70213
-0.18182,-0.51111,0.73333,0.78723
-0.18182,-0.46667,0.28889,0.65957
-0.18182,-0.33333,0.86667,0.82979
-0.18182,-0.46667,0.73333,0.78723
-0.18182,-0.46667,0.24444,0.78723
-0.31818,-0.64444,0.46667,0.91489
-0.5,-0.68889,0.73333,0.91489
-0.5,-0.73333,0.73333,0.91489
-0.22727,-0.55556,0.68889,0.53191
-0.22727,-0.2,0.64444,0.53191
-0.22727,-0.24444,0.46667,-0.57447
-0.22727,-0.33333,0.37778,-0.57447
