#RSS_anchor1, RSS_anchor2, RSS_anchor3, RSS_anchor4
0.090909,0.066667,-0.46667,-0.19149
0.090909,0.2,-0.33333,-0.19149
0.090909,0.022222,-0.2,-0.70213
0.090909,-0.022222,-0.46667,-0.31915
0.090909,-0.37778,-0.24444,-0.31915
0.22727,-0.066667,-0.37778,-0.021277
0.22727,-0.066667,-0.11111,-0.2766
0.22727,0.066667,0.066667,-0.65957
0.22727,-0.066667,0.022222,-0.65957
-0.22727,-0.2,-0.46667,-0.65957
0.090909,-0.2,-0.51111,-0.53191
0.090909,0.066667,-0.33333,-0.61702
0.090909,0.2,-0.33333,-0.61702
0.5,0.022222,-1,-0.61702
0.40909,-0.066667,-0.95556,-0.3617
0.40909,-0.066667,-0.6,-0.61702
0.40909,-0.2,-0.37778,-0.44681
0.40909,0.24444,-1,-0.44681
0.090909,0.022222,-0.95556,-0.61702
0.090909,0.28889,-0.6,-0.53191
0.090909,0.066667,-1,-0.65957
0.090909,0.42222,-0.91111,-0.65957
0.40909,0.33333,-0.68889,-1
0.40909,-0.022222,-0.51111,-1
0.40909,0.46667,-0.42222,-0.87234
0.40909,0.2,-0.42222,-0.61702
0.40909,0.066667,-0.86667,-0.61702
0.45455,-0.066667,-0.82222,-0.61702
0.45455,-0.15556,-1,-0.61702
0.63636,0.33333,-0.82222,-0.61702
0.86364,0.33333,-0.91111,-0.61702
0.90909,0.33333,-0.95556,-0.3617
0.90909,-0.11111,-0.86667,-0.53191
0.90909,0.2,-0.86667,-0.53191
