#RSS_anchor1, RSS_anchor2, RSS_anchor3, RSS_anchor4
-0.46667,-0.89744,0.13636,0.47619
-0.46667,-0.74359,-0.22727,0.52381
-0.46667,-0.79487,0.22727,0.71429
-0.86667,-0.53846,0.090909,0.71429
-0.42222,-0.53846,0.090909,0.71429
-0.42222,-0.79487,0.13636,0.57143
-0.42222,-0.38462,0.090909,0.85714
-0.022222,-0.38462,-0.45455,0.85714
-0.33333,-0.4359,0.22727,0.85714
-0.33333,-0.4359,-0.045455,0.42857
-0.066667,-0.33333,0.090909,0.42857
-0.2,-0.17949,0.090909,0.42857
-0.2,-0.28205,0.27273,0.85714
-0.2,-0.23077,0.18182,0.85714
-0.022222,-0.79487,0.13636,0.85714
-0.022222,-0.53846,-0.18182,0.90476
-0.2,-0.38462,0.090909,0.90476
-0.2,-0.53846,0.090909,0.52381
-0.2,-0.48718,0.22727,0.57143
-0.6,-0.84615,0.40909,0.57143
-0.6,-0.53846,0.090909,0.52381
-0.6,-0.53846,0.77273,0.85714
-0.6,-0.84615,0.22727,0.57143
-0.6,-0.58974,0.13636,0.42857
-0.42222,-0.38462,0.090909,0.42857
-0.46667,-0.48718,0.22727,0.42857
-0.46667,-0.4359,0.27273,0.80952
-0.46667,-0.69231,0.22727,0.57143
-0.42222,-0.89744,0.090909,0.57143
-0.42222,-0.53846,0.090909,0.71429
-0.6,-0.38462,-0.54545,0.71429
-0.55556,-0.74359,-0.31818,0.71429
-0.55556,-0.53846,0.36364,0.57143
-0.73333,-0.69231,0.36364,0.57143
-0.82222,-0.79487,0.36364,0.57143
-0.82222,-0.79487,0.36364,0.71429
-0.82222,-0.84615,0.22727,0.71429
-0.82222,-0.94872,0.5,0.85714
-0.82222,-0.53846,0.72727,0.80952
