#RSS_anchor1, RSS_anchor2, RSS_anchor3, RSS_anchor4
0.28889,0.33333,-0.31818,0.047619
0.28889,-0.076923,-0.63636,0.19048
0.2,0.076923,-0.59091,0.19048
0.46667,-0.23077,-0.40909,0.19048
0.46667,0.23077,-0.81818,0.33333
0.46667,-0.33333,-1,0.28571
0.46667,0.23077,-0.63636,0.14286
0.46667,0.23077,-0.81818,0.14286
0.46667,-0.28205,-1,-0.19048
0.46667,0.17949,-0.54545,-0.52381
0.066667,0.23077,-0.54545,-0.52381
0.46667,0.38462,-0.54545,-0.52381
0.28889,-0.076923,-0.72727,-0.52381
0.2,-0.23077,-0.45455,-0.52381
0.2,-0.38462,-0.18182,-0.52381
0.2,-0.38462,-0.18182,0.14286
0.2,0.12821,-0.18182,0
0.2,-0.076923,-0.68182,0.19048
0.24444,-0.025641,-0.27273,0.19048
0.24444,0.076923,-0.18182,-0.28571
0.24444,-0.33333,-0.31818,-0.047619
0.11111,-0.38462,-1,-0.047619
0.066667,0.025641,-0.54545,-0.047619
0.066667,0.38462,-0.59091,-0.28571
0.066667,0.38462,-1,-0.57143
0.73333,0.53846,-0.54545,-0.57143
0.46667,0.38462,-1,-0.57143
0.6,0.38462,-1,-0.57143
0.42222,0.28205,-0.77273,-0.57143
0.64444,0.38462,-0.77273,-0.57143
0.64444,0.53846,-0.68182,-0.57143
0.022222,0.23077,-0.81818,-0.57143
0.46667,0.53846,-0.95455,-0.57143
0.46667,0.58974,-1,-0.42857
0.6,0.58974,-1,-0.42857
0.6,0.23077,-0.81818,-0.57143
