#RSS_anchor1, RSS_anchor2, RSS_anchor3, RSS_anchor4
-0.46667,-0.17949,-0.31818,-0.42857
-0.46667,0.23077,-0.31818,-0.14286
0.066667,0.23077,-0.36364,-0.14286
0.066667,0.33333,-0.72727,-0.14286
0.066667,0.23077,-0.54545,-0.28571
0.066667,0.076923,-0.68182,0.14286
0.066667,0.12821,-1,0.14286
0.066667,0.23077,-0.40909,0
0.066667,0.38462,-0.40909,0
0.066667,0.28205,-0.045455,0
0.066667,0.076923,-0.13636,-0.2381
0.11111,-0.076923,0.090909,-0.2381
0.11111,-0.076923,-0.13636,-0.2381
-0.2,-0.076923,-0.045455,-0.14286
-0.91111,0.076923,-0.18182,-0.14286
-0.15556,-0.17949,-0.13636,-0.14286
-0.15556,-0.23077,0.090909,-0.14286
-0.42222,-0.38462,0.090909,0.19048
-0.42222,-0.28205,0.090909,0.19048
0.2,-0.23077,-0.18182,-0.19048
-0.28889,0.23077,-0.045455,-0.19048
0.28889,-0.076923,-0.045455,-0.19048
0.28889,-0.23077,-0.045455,-0.19048
0.15556,-0.076923,-0.045455,0.047619
0.15556,-0.12821,-0.045455,0.047619
0.15556,-0.23077,-0.045455,0.14286
-0.11111,-0.12821,0,0
-0.11111,-0.58974,-0.27273,0
-0.11111,-0.23077,-0.59091,0.14286
-0.022222,-1,-0.045455,0.28571
-0.022222,-0.38462,-0.86364,0.28571
-0.022222,-0.79487,0.045455,-0.047619
-0.022222,-0.4359,-0.045455,0.19048
-0.28889,-0.38462,0.090909,0.28571
0.066667,-0.38462,-0.13636,0.28571
0.066667,-0.48718,0.13636,0.28571
-0.11111,-0.28205,0.18182,0.2381
-0.2,-0.17949,0.045455,0.2381
-0.2,-0.53846,0.090909,0.2381
-0.2,-1,0.090909,-0.14286
-0.2,-0.53846,0.36364,-0.14286
-0.55556,-0.84615,0.36364,0.42857
-0.55556,-0.84615,0.090909,0.42857
-0.46667,-0.79487,0.090909,0.42857
-0.46667,-0.38462,0.090909,0.42857
-0.37778,-0.69231,0.22727,0.42857
-0.37778,-0.89744,0.22727,0.42857
-0.51111,-1,0.40909,0.57143
-0.51111,-0.58974,0.36364,0.57143
-0.15556,-0.53846,0.68182,0.42857
-0.37778,-0.53846,0.77273,0.42857
-0.37778,-0.74359,0.77273,0.42857
-0.24444,-0.84615,0.86364,0.38095
-0.33333,-0.79487,0.77273,0.38095
-0.2,-0.74359,0.77273,0.38095
-0.46667,-0.69231,0.90909,0.38095
-0.46667,-0.74359,0.77273,0.38095
