#RSS_anchor1, RSS_anchor2, RSS_anchor3, RSS_anchor4
0.42857,0.88,-0.42857,-0.5
0.33333,0.76,-1,-0.75
0.42857,0.84,-0.80952,-0.65
0.57143,0.8,-1,-0.9
0.57143,0.76,-0.90476,-0.85
0.19048,0.88,-0.90476,-1
0.19048,0.88,-0.71429,-1
0.28571,0.76,-0.71429,-0.75
0.28571,0.88,-0.95238,-0.65
0.2381,0.8,-1,-0.55
0.2381,0.76,-0.85714,-0.55
0.14286,0.84,-0.57143,-0.6
0.66667,0.84,-0.42857,-0.45
0.42857,0.88,-0.95238,-0.8
0.42857,0.92,-0.57143,-0.8
0.42857,0.88,-0.71429,-0.8
0.19048,0.92,-0.66667,-1
0.38095,0.88,-0.52381,-0.8
0.38095,0.8,-0.57143,-1
0.57143,0.4,-0.61905,-0.85
0.52381,0.04,-0.57143,-0.25
0.52381,0.24,-0.66667,-0.25
0.38095,0.04,-0.14286,-0.15
0.28571,0.16,-0.42857,-0.05
