#RSS_anchor1, RSS_anchor2, RSS_anchor3, RSS_anchor4
-0.33333,-0.076923,0.22727,0.2381
-0.33333,-0.076923,0.22727,0
0.022222,-0.025641,0.27273,0
0.066667,-0.076923,0.22727,0
0.066667,-0.076923,0.22727,-0.28571
0.066667,-0.12821,0.13636,0
0.066667,-0.23077,0.090909,0
-0.11111,-0.38462,0.090909,0
-0.15556,-0.53846,-0.045455,0
-0.11111,-0.94872,0.090909,0
-0.11111,-0.4359,-0.045455,0.19048
-0.066667,-0.4359,0.090909,0.19048
-0.066667,0.025641,-0.18182,0.42857
-0.066667,0.076923,0.090909,-0.28571
-0.066667,-0.025641,0.090909,0.095238
-0.066667,-0.076923,0.045455,0.14286
0.066667,0.025641,-0.045455,0.14286
0.066667,-0.025641,0,0.14286
-0.2,-0.076923,0.090909,0.14286
-0.022222,-0.076923,0.090909,0.14286
-0.022222,-0.23077,0.13636,0
-0.73333,0.076923,0.090909,0
-0.73333,0.23077,-0.31818,0.28571
-0.73333,0.23077,0.090909,0.14286
-0.68889,0.23077,0.22727,0.14286
-0.68889,0.28205,0,-0.095238
-0.68889,0.23077,0.090909,0
0.066667,0.076923,0.090909,0
0.066667,0.23077,0.22727,0.2381
0.2,0.23077,0.090909,0.2381
0.066667,0.076923,0.090909,0.2381
0.066667,0.076923,0.22727,-0.095238
-0.2,0.076923,0.090909,-0.095238
0.066667,-0.38462,0.36364,-0.095238
-0.066667,-0.076923,0.18182,-0.095238
-0.2,-0.38462,0.45455,-0.095238
-0.2,-0.17949,0.31818,-0.047619
-0.2,-0.58974,0.090909,-0.52381
0.066667,-0.64103,0.090909,-0.52381
0.066667,-1,0.090909,0.42857
-0.82222,-0.94872,0.22727,0.42857
-0.64444,-0.94872,0.27273,0.42857
