#RSS_anchor1, RSS_anchor2, RSS_anchor3, RSS_anchor4
0.63636,0.33333,-0.73333,-0.74468
0.5,0.066667,-1,-0.74468
0.5,0.42222,-0.46667,-0.74468
0.5,0.15556,-0.68889,-0.48936
0.090909,-0.2,-0.95556,-0.3617
0.090909,-0.15556,-0.95556,-0.3617
0.77273,0.46667,-0.91111,-0.53191
0.81818,0.2,-0.82222,-0.53191
0.77273,0.28889,-0.82222,-0.53191
0.81818,0.64444,-0.55556,-0.53191
0.77273,0.022222,-0.33333,-0.53191
0.77273,0.2,-0.33333,-0.53191
0.90909,0.42222,-0.6,-0.53191
0.86364,0.24444,-0.73333,-0.53191
0.86364,0.37778,-0.6,-0.53191
0.86364,0.33333,-0.46667,-0.78723
0.86364,0.066667,-0.6,-0.61702
0.86364,0.28889,-0.73333,-0.40426
0.045455,0.33333,-0.33333,-0.3617
0.045455,0.46667,-0.24444,-0.3617
0,0.46667,-0.37778,-0.3617
0,0.46667,-0.86667,-0.3617
0,0.33333,-0.33333,-0.3617
0,0.33333,-0.46667,-0.10638
0.090909,0.2,-0.42222,-0.19149
0.090909,0.066667,-0.24444,-0.19149
0.090909,0.022222,-0.28889,-0.10638
-0.72727,-0.28889,-0.33333,-0.10638
-0.090909,-0.022222,-0.2,-0.10638
-0.090909,0.15556,-0.11111,-0.10638
0.27273,-0.46667,-0.066667,-0.021277
0.36364,-0.15556,0.022222,-0.021277
0.36364,-0.066667,-0.022222,-0.021277
0.36364,0.11111,-0.066667,0.021277
0.090909,-0.2,-0.11111,-0.10638
0.18182,-0.066667,-0.28889,-0.10638
0.18182,-0.6,-0.33333,-0.10638
-0.22727,-0.37778,-0.11111,-0.10638
-0.22727,0.066667,-0.2,-0.10638
0.22727,-0.33333,-0.2,-0.10638
-0.27273,-0.066667,-0.15556,-0.10638
-0.27273,-0.37778,-0.15556,-0.10638
-0.27273,-0.46667,-0.2,0.021277
-0.27273,0.022222,-0.2,-0.3617
-0.27273,-0.022222,-0.2,-0.23404
-0.27273,0.022222,-0.022222,0.021277
0.18182,-0.066667,-0.066667,0.021277
0.18182,0.11111,-0.15556,0.021277
-0.18182,0.2,-0.022222,0.14894
-0.045455,-0.46667,0.066667,0.14894
-0.045455,-0.28889,0.15556,0.14894
-0.045455,-0.33333,0.2,0.021277
-0.045455,-0.28889,0.066667,-0.44681
0.18182,-0.15556,-0.2,-0.44681
-0.045455,0.066667,0.066667,-0.44681
-0.31818,-0.2,0.022222,-0.44681
-0.22727,-0.33333,-0.55556,-0.44681
-0.22727,-0.42222,-0.33333,-0.44681
-0.22727,-0.11111,-0.2,-0.23404
-0.22727,-0.15556,-0.51111,0.19149
-0.22727,-0.37778,0.066667,0.021277
-0.13636,-0.46667,0.066667,0.021277
-0.045455,-0.68889,-0.022222,0.021277
-0.45455,-1,0.11111,0.021277
-0.45455,-0.28889,-0.42222,0.021277
