#RSS_anchor1, RSS_anchor2, RSS_anchor3, RSS_anchor4
-0.090909,0.022222,-0.91111,-0.78723
-0.045455,-0.2,-0.82222,-0.3617
-0.045455,0.066667,-0.86667,-0.3617
-0.54545,0.066667,-0.86667,-0.3617
-0.54545,0.33333,-0.68889,-0.3617
0.22727,-0.77778,-0.33333,-0.19149
0.22727,0.2,-0.33333,-0.19149
-0.18182,0.066667,-0.2,-0.61702
-0.18182,0.066667,-0.6,-0.3617
-0.18182,-0.33333,-0.24444,-0.3617
0.22727,-0.066667,-0.37778,-0.3617
0.13636,0.022222,-0.066667,-0.19149
0.13636,0.066667,0.066667,-0.19149
0.090909,-0.066667,-0.022222,-0.10638
0.090909,-0.24444,-0.51111,-0.10638
0.090909,0.022222,-0.6,-0.10638
0.22727,0.2,-0.37778,-0.48936
0.22727,0.11111,-0.24444,-0.14894
0.22727,0.066667,-0.86667,-0.40426
0.22727,-0.33333,-1,-0.40426
0.36364,-0.066667,-0.46667,-0.40426
0.27273,-0.33333,-0.86667,-0.40426
0.090909,0.24444,-0.91111,-0.40426
0.090909,0.28889,-1,-0.40426
0.22727,0.2,-0.64444,-0.48936
0.22727,0.24444,-0.82222,-0.87234
0.22727,0.42222,-0.55556,-0.87234
0.31818,0.46667,-0.68889,-0.87234
0.5,0.28889,-0.6,-0.87234
0.36364,0.24444,-0.68889,-0.87234
-0.36364,0.33333,-1,-0.87234
0.090909,0.066667,-0.73333,-0.87234
0.090909,0.2,-1,-0.87234
0.5,-0.2,-1,-0.61702
0.5,-0.066667,-1,-0.61702
