#RSS_anchor1, RSS_anchor2, RSS_anchor3, RSS_anchor4
-0.61905,-0.84,0.14286,0.05
-0.71429,-0.6,0.14286,0.45
-0.66667,-0.4,0.28571,0.35
-0.57143,-0.84,0.42857,0.35
-0.66667,-0.36,0.47619,0.65
-0.66667,-0.36,0.14286,0.65
-0.52381,-0.32,0.19048,0.8
-0.42857,-0.24,0.28571,0.65
-0.61905,-0.24,0,0.6
-0.71429,-0.2,-0.71429,0.65
-0.57143,0.04,0.14286,0.65
-0.95238,-0.2,-0.28571,0.65
-0.95238,-0.84,-0.19048,0.5
-0.80952,-0.32,0,0.2
-0.90476,-0.36,0.14286,0
-0.71429,-0.16,0.14286,0.2
-0.71429,-0.2,-0.33333,0.2
-0.80952,-0.28,0.047619,0.3
-1,-0.56,0.14286,0.05
-0.90476,-0.48,0.14286,0.05
-0.66667,-0.28,0.14286,0.05
-0.57143,-0.32,-0.095238,0.05
-0.66667,-0.36,-0.19048,0.2
-0.85714,-0.4,-0.42857,0.2
-0.90476,-0.08,0,0.2
-0.90476,-0.04,-0.14286,0.2
-1,-0.12,-0.2381,-0.95
-0.71429,-0.08,0.14286,0.25
-0.71429,-0.16,-0.095238,0.35
