#RSS_anchor1, RSS_anchor2, RSS_anchor3, RSS_anchor4
0.14286,0.4,-0.85714,-0.1
0.14286,0.48,-0.7619,-0.05
0,0.36,-0.7619,-0.1
-0.33333,0.28,-0.66667,-0.1
-0.57143,0.28,-0.57143,-0.25
-0.66667,0.32,-0.57143,-0.25
0.28571,0.32,-0.42857,-0.4
0.095238,0.16,-0.66667,-0.1
0.095238,0.24,-0.42857,0.05
0.28571,0.28,-0.42857,-0.2
0.28571,0.2,-0.47619,-0.65
0.57143,-0.2,-0.90476,-0.4
0.38095,0.04,-0.57143,-0.25
0,0.32,-0.57143,-0.4
0.28571,0.12,-0.42857,-0.2
0.57143,0.04,-0.33333,0.05
0.33333,0,-0.28571,-0.1
0.38095,0.04,-0.42857,-0.35
-0.42857,0.04,-0.2381,-0.3
0.14286,0.08,-0.19048,-0.6
0.19048,-0.2,0,-0.1
0.57143,0.16,-0.14286,-0.25
0.42857,0.2,-0.14286,-0.6
0.33333,0.24,-0.28571,-0.25
0.095238,0.04,0,-0.15
0.28571,0.04,-0.047619,-0.25
-0.2381,0.04,0.2381,0.05
0.52381,-0.2,0.28571,0.15
0,-0.04,-0.33333,-0.05
0.42857,0.16,-0.14286,-0.4
