#RSS_anchor1, RSS_anchor2, RSS_anchor3, RSS_anchor4
0.33333,0.025641,0.090909,0.14286
0.33333,-0.38462,0.090909,0.047619
0.33333,-0.23077,0.045455,0
0.33333,-0.64103,-0.18182,0.2381
-0.11111,-1,-0.31818,0.2381
-0.11111,-1,0,0.047619
-0.11111,-0.69231,0.090909,-0.71429
0.2,-0.4359,-0.81818,-0.71429
0.2,-0.58974,0.090909,-0.28571
0.2,-0.23077,-0.22727,-0.2381
0.2,0.17949,-0.045455,0
0.066667,0.076923,-0.22727,0
0.066667,0.23077,-0.18182,-0.38095
0.066667,0.076923,-0.54545,0
0.2,0.23077,-0.13636,0
0.066667,-0.23077,-0.36364,0
0.066667,0.076923,-0.36364,-0.28571
0.066667,0.12821,-0.31818,-0.7619
0.066667,0.17949,-0.090909,-0.7619
0.42222,0.076923,-0.27273,-0.7619
0.46667,-0.64103,-0.40909,-0.7619
0.46667,0.23077,-0.40909,-0.7619
0.68889,0.38462,-0.59091,-0.7619
0.68889,0.58974,-0.59091,-0.57143
0.68889,0.58974,-0.95455,-0.33333
0.68889,0.53846,-1,-0.52381
0.066667,0.53846,-0.90909,-0.52381
0.066667,0.69231,-1,-0.42857
0.066667,0.48718,-1,-0.14286
0.46667,0.84615,-0.54545,-0.14286
0.46667,0.23077,-0.95455,-0.52381
0.46667,0.28205,-0.86364,-0.57143
0.46667,0.84615,-0.95455,-0.57143
0.066667,0.64103,-0.95455,-0.57143
0.066667,0.69231,-0.81818,-0.52381
0.73333,0.58974,-1,-0.52381
0.73333,0.38462,-0.77273,-0.47619
0.64444,0.076923,-0.81818,-0.47619
0.73333,0.58974,-0.86364,-0.47619
0.73333,0.84615,-0.86364,-0.71429
0.68889,0.84615,-1,-0.71429
0.68889,0.64103,-0.90909,-0.42857
0.68889,0.17949,-0.81818,-0.61905
0.68889,0.58974,-0.77273,-0.71429
0.86667,0.4359,-0.54545,-0.71429
0.86667,0.53846,-0.77273,-0.52381
0.86667,0.23077,-1,-0.90476
1,0.33333,-0.72727,-0.90476
1,0.12821,-0.81818,-0.80952
1,-0.025641,-0.59091,-0.7619
1,0.025641,-0.72727,-0.57143
