#RSS_anchor1, RSS_anchor2, RSS_anchor3, RSS_anchor4
-0.2,-0.48718,-0.27273,0
-0.2,-0.076923,-0.40909,0
-0.2,0.23077,-0.59091,-0.095238
0.066667,0.28205,-0.31818,-0.095238
0.066667,0.38462,-0.18182,-0.28571
-0.11111,0.38462,-0.27273,-0.28571
-0.11111,0.58974,-0.5,-0.14286
-0.33333,0.076923,-0.54545,-0.14286
-0.33333,-0.33333,-0.68182,-0.90476
-0.28889,0.23077,-0.27273,-0.90476
0.022222,0.23077,-0.31818,-0.90476
0.022222,0.17949,-0.18182,-0.28571
0.022222,0.23077,-0.090909,-0.2381
0.066667,0.38462,-0.045455,-0.2381
0.066667,0.38462,-0.045455,-0.2381
0.066667,-0.23077,-0.18182,-0.2381
0.066667,0.23077,-0.27273,-0.33333
0.11111,0.64103,-0.31818,-0.33333
0.066667,0.38462,-0.18182,-0.33333
0.066667,0.076923,-0.31818,-0.38095
0.33333,0.38462,-0.95455,-0.38095
0.46667,0.69231,-0.86364,-0.38095
0.46667,0.53846,-1,-0.66667
0.066667,0.69231,-0.59091,-0.66667
0.6,0.53846,-1,-0.66667
0.73333,0.38462,-0.90909,-0.66667
0.24444,0.53846,-1,-0.66667
0.42222,0.58974,-1,-0.66667
0.37778,0.69231,-1,-0.66667
0.33333,0.84615,-0.68182,-0.66667
0.28889,0.69231,-1,-0.66667
0.022222,0.38462,-0.86364,-0.66667
0.33333,0.38462,-0.81818,-0.66667
0.33333,0.38462,-0.86364,-0.42857
0.28889,0.64103,-1,-0.42857
0.37778,0.69231,-1,-0.42857
0.33333,0.4359,-0.86364,-0.42857
0.33333,0.69231,-1,-0.42857
0.2,0.84615,-1,-0.42857
-0.42222,0.84615,-1,-0.42857
0.15556,0.84615,-1,-0.42857
