#RSS_anchor1, RSS_anchor2, RSS_anchor3, RSS_anchor4
-1,-0.12,0.57143,0.65
-0.33333,-0.08,0.66667,0.65
-0.7619,-0.84,0.7619,0.5
-0.80952,-0.64,0.71429,-0.3
-0.85714,-0.24,0.71429,0.75
-0.85714,-0.28,0.7619,0.4
-0.85714,-0.44,0.71429,0.35
-0.85714,-0.44,0.7619,0.55
-0.85714,-0.32,0.85714,-0.25
-1,-0.56,0.85714,0.65
-1,-0.6,0.85714,0.35
-0.95238,-0.4,0.85714,0.8
-0.57143,-0.44,0.71429,0.8
-0.57143,-0.32,0.57143,0.8
-0.71429,-0.2,0,0.75
-0.57143,-0.2,0.14286,0.75
-0.42857,-0.4,0.33333,0.45
-0.38095,-0.2,0.28571,0.4
-0.42857,-0.2,0.047619,0.4
-0.57143,-0.32,0.14286,0.35
-0.42857,-0.2,-0.14286,0.3
-0.28571,-0.04,-0.095238,-0.05
-0.14286,-0.08,0.14286,0.35
