#RSS_anchor1, RSS_anchor2, RSS_anchor3, RSS_anchor4
-0.57143,-0.32,0.42857,0.05
-0.42857,-0.36,0.28571,0.55
-0.38095,-0.64,0.19048,0.8
-0.85714,-0.08,0.52381,0.6
-0.7619,-0.32,0.47619,0.8
-0.95238,-0.32,0.28571,0.4
-0.28571,-0.44,0.52381,-0.6
-0.85714,-0.4,0.42857,0.2
-0.61905,-0.36,0.71429,0.5
-0.7619,-0.68,0.71429,0.5
-0.7619,-0.32,0.7619,0.65
-0.7619,-0.44,0.42857,0.55
-0.80952,-0.16,0.71429,0.8
-0.85714,-0.56,0.57143,0.65
-0.80952,-0.24,0.57143,0.35
-1,-0.52,0.38095,0.35
-0.7619,-0.6,0.52381,0.35
-1,-0.24,0.71429,0.55
-0.71429,-0.52,0.85714,0.55
-1,-0.8,0.80952,0.65
-1,-0.76,0.71429,0.5
-1,-0.52,0.71429,0.5
-1,-0.52,0.71429,0.35
-0.90476,-0.56,0.47619,0.5
-0.71429,-0.68,0.71429,0.6
-1,-0.32,0.71429,0.65
-0.47619,-0.2,0.52381,0.95
