#RSS_anchor1, RSS_anchor2, RSS_anchor3, RSS_anchor4
-0.045455,-0.46667,-0.24444,-0.19149
0.22727,-0.2,-0.33333,-0.19149
-0.045455,-0.11111,-0.2,-0.19149
-0.18182,0.066667,-0.33333,-0.19149
0.22727,0.066667,-0.2,-0.19149
-0.045455,-0.066667,-0.15556,-0.19149
-0.045455,0.2,-0.46667,-0.19149
-0.045455,0.066667,-0.15556,-0.19149
-0.13636,-0.37778,-0.28889,-0.19149
-0.13636,-0.64444,-0.066667,-0.19149
-0.13636,-0.2,0.066667,0.10638
-0.13636,-0.066667,0.066667,0.10638
-0.13636,-0.24444,0.066667,0.14894
-0.13636,-0.24444,0.066667,0.10638
-0.13636,-0.68889,0.066667,0.021277
-0.13636,-0.11111,-0.066667,0.021277
-0.95455,-0.2,-0.066667,0.021277
-0.18182,-0.022222,0.066667,0.021277
-0.090909,0.066667,0.066667,0.021277
-0.13636,-0.24444,-0.066667,0.021277
-0.31818,-0.24444,-0.24444,0.021277
-0.045455,-0.2,-0.066667,0.021277
-0.045455,-0.28889,-0.2,0.021277
-0.18182,-0.46667,0.066667,0.2766
-0.18182,-0.28889,-0.022222,0.2766
-0.18182,-0.77778,0.066667,0.23404
-0.27273,-0.46667,-0.022222,-0.06383
-0.31818,-0.46667,-0.6,-0.06383
-0.22727,-0.46667,0.066667,-0.06383
0.090909,-0.55556,0.066667,-0.06383
0.090909,-0.46667,0.066667,-0.06383
-0.27273,-0.33333,0.066667,0.2766
-0.27273,-0.6,0.2,0.2766
-0.27273,-0.28889,0.46667,0.23404
-0.27273,-0.6,0.46667,0.14894
-0.31818,-0.86667,0.46667,0.2766
-0.31818,-0.95556,0.2,0.2766
-0.31818,-0.55556,0.24444,0.2766
-0.36364,-0.68889,0.46667,0.61702
-0.36364,-0.6,0.46667,0.61702
-0.45455,-0.46667,0.68889,0.2766
-0.31818,-0.46667,0.68889,0.2766
-0.31818,-0.42222,0.46667,0.2766
-0.31818,-0.6,0.33333,0.2766
-0.31818,-0.6,0.64444,0.2766
-0.31818,-0.46667,0.64444,0.2766
-0.31818,-0.55556,0.64444,0.61702
-0.31818,-0.86667,0.42222,0.3617
-0.36364,-0.73333,0.77778,0.65957
-0.36364,-0.6,0.86667,0.65957
-0.36364,-0.55556,0.64444,0.40426
-0.45455,-0.55556,0.73333,0.70213
-0.45455,-0.55556,0.46667,0.70213
-0.59091,-0.95556,0.24444,0.65957
-0.68182,-0.6,0.46667,0.65957
-1,-0.91111,0.33333,0.65957
-0.86364,-0.73333,0.11111,0.65957
-0.86364,-0.82222,0.15556,0.65957
-0.81818,-0.82222,0.11111,-0.021277
-0.81818,-0.77778,0.066667,-0.021277
-0.81818,-0.51111,-0.066667,0.53191
-0.5,-0.55556,0.066667,0.53191
-0.5,-0.46667,0.82222,0.53191
