#RSS_anchor1, RSS_anchor2, RSS_anchor3, RSS_anchor4
0.022222,-0.38462,0.090909,0.80952
0.022222,-0.38462,0.090909,0.80952
0.022222,-0.53846,-0.31818,0.71429
0.022222,-0.58974,-0.18182,0.71429
-0.33333,-0.23077,-0.045455,0.71429
0.11111,-0.076923,0.36364,0.71429
0.11111,-0.38462,0.090909,0.85714
0.11111,-0.38462,-0.045455,0.80952
-0.022222,-0.28205,0.090909,0.80952
-0.022222,-0.38462,-0.045455,0.57143
-0.022222,-1,0.090909,0.38095
-0.022222,-1,-0.90909,0.57143
-0.86667,-0.33333,0.22727,0.57143
-0.86667,-0.53846,0.090909,0.47619
-0.46667,-0.84615,0.45455,0.47619
-0.6,-0.69231,-0.90909,0.47619
-0.91111,-0.53846,0.090909,0.47619
-0.95556,-0.94872,0.22727,0.47619
-0.95556,-0.38462,0.22727,0.57143
-0.42222,-0.69231,0.090909,0.57143
-0.42222,-0.89744,-0.72727,0.47619
-0.42222,-0.64103,0.090909,0.57143
-0.42222,-0.64103,0.36364,0.71429
-0.42222,-0.58974,0,0.42857
-0.42222,-0.58974,0.22727,0.42857
-0.42222,-0.48718,0.22727,0.85714
-0.55556,-0.48718,0.36364,0.85714
-0.55556,-0.89744,0.36364,0.57143
-0.55556,-0.69231,0.45455,0.28571
-0.46667,-0.58974,-0.045455,0.28571
-0.46667,-0.58974,0.090909,0.85714
-0.46667,-0.48718,0.63636,0.85714
-0.24444,-0.79487,0.77273,0.85714
-0.37778,-0.38462,0.77273,0.85714
-0.37778,-0.84615,0.77273,0.95238
-0.28889,-0.4359,0.90909,0.95238
-0.33333,-0.076923,0.77273,0.95238
-0.33333,0.025641,0.63636,-0.19048
