#RSS_anchor1, RSS_anchor2, RSS_anchor3, RSS_anchor4
-1,-0.44,-0.38095,0.4
-1,-0.48,0.14286,0.25
-1,-0.48,-0.38095,-0.2
-1,-0.48,-0.14286,0.45
-0.66667,-0.08,0,0.1
-0.71429,-0.04,0,0.05
-0.80952,-0.32,0.095238,0.2
-0.90476,-0.2,-0.42857,-0.05
-0.66667,-0.32,-0.28571,0.15
-0.57143,-0.24,-0.14286,0.3
-0.57143,-0.28,-0.33333,0
-0.71429,-0.36,0,0.25
-1,-0.56,0.14286,0.35
-1,-0.6,-0.2381,0.45
-1,-0.32,-0.14286,0.45
-1,-0.12,-0.71429,0.35
-0.95238,-0.08,-0.42857,0
-0.42857,0.04,-0.095238,0
-0.57143,-0.08,0.047619,0.35
-0.47619,-0.2,-0.14286,0.2
-0.42857,-0.08,-0.42857,0.35
-0.19048,-0.24,0,-0.1
-0.28571,-0.36,-0.14286,0.5
-0.7619,-0.08,-0.28571,0.65
-0.28571,0.04,0.14286,0.65
-0.71429,0.04,0.28571,0.2
-0.57143,-0.12,0.14286,-0.35
-0.47619,0,-0.19048,0.25
-0.47619,0.04,-0.047619,0.3
