#RSS_anchor1, RSS_anchor2, RSS_anchor3, RSS_anchor4
0.54545,0.2,-0.73333,-0.78723
0.54545,0.24444,-0.6,-0.44681
-0.68182,0.28889,-0.37778,-0.44681
0.090909,0.6,-0.68889,-0.44681
0.090909,0.33333,-0.37778,-0.44681
0.090909,0.6,-0.33333,-0.44681
0.090909,0.33333,-0.6,0.021277
-0.045455,0.2,-0.6,-0.10638
-0.045455,0.11111,-0.24444,-0.10638
0.090909,-0.15556,-0.2,-0.10638
0.090909,0.2,-0.33333,-0.10638
-0.22727,0.066667,-0.2,-0.23404
-0.22727,0.28889,-0.11111,-0.23404
0.27273,-0.33333,-0.022222,-0.10638
0.31818,-0.2,-0.022222,-0.10638
0.31818,-0.2,0.022222,-0.10638
-0.31818,-0.066667,-0.066667,0.021277
-0.31818,-0.37778,-0.11111,0.021277
-0.31818,0.066667,-0.33333,-0.2766
-0.31818,0.066667,-0.2,-0.23404
-0.13636,0.2,-0.2,-0.10638
-0.13636,-0.066667,-0.33333,-0.10638
0.31818,0.28889,-0.2,-0.10638
-0.045455,-0.33333,-0.066667,-0.10638
0.18182,0.2,-0.15556,-0.10638
0.18182,-0.24444,-0.28889,-0.10638
0.18182,-0.066667,-0.6,-0.31915
0.18182,0.022222,-0.28889,-0.14894
0.18182,-0.33333,-0.066667,0.021277
0.13636,-0.066667,-0.2,0.021277
0.13636,0.11111,0.022222,0.021277
-0.18182,-0.11111,-0.066667,0.10638
-0.13636,0.066667,0.15556,0.10638
-0.22727,-0.15556,0.2,0.10638
-0.5,-0.24444,0.11111,0.10638
-0.5,-0.37778,-0.2,0.10638
-0.5,-0.46667,0.066667,0.06383
-0.45455,-0.066667,0.066667,0.31915
-0.18182,-0.55556,-0.066667,0.31915
0.090909,-0.73333,-0.33333,0.31915
0.090909,-0.2,-0.37778,0.31915
-0.22727,-0.2,-0.33333,0.06383
-0.045455,-0.24444,0.066667,0.06383
-0.045455,-0.33333,0.066667,0.06383
-0.045455,-0.28889,0.022222,0.06383
-0.22727,-0.86667,0.066667,0.06383
-0.45455,-0.33333,-0.33333,0.06383
-0.18182,-0.68889,0.066667,0.06383
-0.045455,-0.51111,0.066667,0.06383
-0.045455,-0.42222,0.28889,0.06383
-0.045455,-0.82222,0.46667,-0.06383
-0.5,-0.15556,0.24444,0.14894
-0.13636,-0.46667,0.28889,0.14894
-0.36364,-0.46667,0.68889,0.14894
-0.36364,-0.46667,0.82222,0.14894
-0.36364,-0.46667,0.33333,0.10638
-0.36364,-0.46667,0.28889,0.19149
-0.36364,-0.33333,0.73333,0.53191
-0.36364,-0.46667,0.73333,0.40426
-0.36364,-0.6,0.6,0.2766
