#RSS_anchor1, RSS_anchor2, RSS_anchor3, RSS_anchor4
0.38095,0.16,-1,-0.55
-0.2381,0.04,-0.47619,-0.85
0.095238,-0.28,-0.71429,-1
0.42857,0.04,-0.71429,-1
0.095238,0.04,-0.7619,-1
0.28571,-0.12,-0.7619,-0.9
0.19048,0.04,-0.80952,-0.8
0.19048,0.04,-1,-0.85
0.14286,0.4,-0.95238,-0.75
0.42857,0.4,-0.57143,-0.7
0.42857,0.52,-0.57143,-0.55
0.38095,0.52,-0.90476,-0.55
0.38095,0.6,-0.66667,-0.85
0.28571,0.64,-0.47619,-0.7
-0.57143,0.72,-0.42857,-0.75
0.095238,0.72,-0.47619,-0.6
0.38095,0.76,-0.71429,-0.55
0.38095,0.76,-0.85714,-0.55
0.42857,0.76,-0.57143,-0.55
