#RSS_anchor1, RSS_anchor2, RSS_anchor3, RSS_anchor4
0.33333,0,-1,-1
0.14286,0.2,-0.90476,-1
0.28571,0.04,-1,-0.7
0.28571,0.04,-0.80952,-0.75
-0.38095,0.2,-0.71429,-1
0.2381,0.04,-0.80952,-0.9
0.2381,0,-1,-1
-0.14286,-0.24,-0.71429,-1
-0.19048,0.04,-0.80952,-1
-0.19048,0.32,-0.80952,-1
0.19048,0.28,-0.80952,-0.65
0.28571,0.52,-0.85714,-0.4
0.38095,0.52,-0.85714,-0.55
0.28571,0.64,-0.71429,-0.65
-0.047619,0.76,-0.52381,-0.8
0.33333,0.76,-0.52381,-0.6
0.42857,0.64,-0.71429,-1
0.33333,0.64,-0.66667,-1
0.2381,0.64,-0.57143,-1
0.28571,0.68,-0.57143,-0.75
