#RSS_anchor1, RSS_anchor2, RSS_anchor3, RSS_anchor4
0.066667,-0.94872,-0.36364,-0.14286
0.066667,-0.74359,-0.36364,-0.14286
0.066667,-0.58974,-0.36364,-0.14286
0.066667,-0.53846,-0.31818,-0.14286
0.066667,-0.38462,-0.31818,-0.047619
0.066667,-0.38462,-0.31818,-0.047619
0.066667,-0.38462,-0.31818,-0.047619
0.066667,-0.38462,-0.31818,-0.095238
0.066667,-0.38462,-0.31818,-0.095238
0.066667,-0.38462,-0.31818,-0.095238
0.066667,-0.38462,-0.31818,-0.047619
0.066667,-0.38462,-0.31818,-0.047619
0.066667,-0.33333,-0.31818,-0.047619
0.066667,-0.38462,-0.31818,-0.047619
0.15556,-0.38462,-0.31818,-0.047619
0.15556,-0.33333,-0.31818,0
0.11111,-0.33333,-0.31818,0
0.11111,-0.38462,-0.31818,-0.047619
0.11111,-0.53846,-0.40909,-0.14286
0.11111,-0.84615,-0.40909,-0.14286
0.11111,-0.84615,-0.40909,-0.14286
0.11111,-0.48718,-0.63636,-0.19048
0.11111,-0.38462,-0.68182,-0.19048
0.11111,-0.38462,-0.68182,-0.19048
0.11111,-0.38462,-0.68182,-0.19048
0.11111,-0.38462,-0.68182,-0.2381
0.11111,-0.38462,-0.63636,-0.19048
0.11111,-0.33333,-0.59091,-0.19048
0.11111,-0.23077,-0.59091,-0.19048
0.11111,-0.23077,-0.54545,-0.19048
0.11111,-0.17949,-0.54545,-0.19048
0.11111,-0.23077,-0.54545,-0.19048
0.066667,-0.23077,-0.54545,-0.19048
0.066667,-0.23077,-0.54545,-0.19048
0.066667,-0.28205,-0.54545,-0.19048
0.066667,-0.38462,-0.54545,-0.2381
0.066667,-0.38462,-0.59091,-0.2381
0.066667,-0.38462,-0.59091,-0.19048
0.11111,-0.38462,-0.59091,-0.19048
0.11111,-0.38462,-0.59091,-0.19048
0.066667,-0.4359,-0.59091,-0.19048
0.066667,-0.38462,-0.59091,-0.19048
0.066667,-0.38462,-0.54545,-0.19048
-0.11111,-0.38462,-0.54545,-0.19048
-0.11111,-0.58974,-0.54545,-0.2381
-0.11111,-0.94872,-0.36364,-0.28571
-0.11111,-0.79487,-0.5,-0.28571
0.2,-0.74359,-0.63636,-0.28571
0.11111,-0.84615,-0.63636,-0.28571
0.066667,-0.74359,-0.63636,-0.28571
0.066667,-0.33333,-0.77273,-0.28571
-0.022222,-0.076923,-0.63636,-0.28571
-0.066667,-0.076923,-0.45455,-0.28571
0.066667,0.025641,-0.45455,-0.28571
0.066667,0.025641,-0.45455,-0.19048
0.066667,-0.076923,-0.54545,-0.19048
-0.022222,-0.076923,-0.54545,-0.19048
-0.022222,-0.076923,-0.5,-0.19048
-0.022222,-0.076923,-0.5,-0.19048
0.066667,-0.076923,-0.5,-0.19048
0.066667,-0.076923,-0.5,-0.14286
0.066667,-0.076923,-0.5,-0.19048
0.066667,-0.076923,-0.5,-0.14286
0.066667,-0.076923,-0.5,-0.19048
0.066667,-0.076923,-0.5,-0.19048
0.066667,-0.076923,-0.5,-0.19048
0.066667,-0.076923,-0.54545,-0.19048
0.066667,-0.076923,-0.54545,-0.19048
0.066667,-0.076923,-0.54545,-0.19048
0.066667,-0.076923,-0.59091,-0.19048
0.066667,-0.076923,-0.68182,-0.14286
0.066667,-0.076923,-0.68182,-0.14286
0.2,0.025641,-0.59091,-0.14286
0.2,0.025641,-0.59091,-0.14286
0.24444,0.076923,-0.59091,-0.14286
0.24444,0.076923,-0.59091,-0.14286
0.24444,0.076923,-0.63636,-0.14286
0.24444,0.076923,-0.63636,-0.14286
0.24444,0.076923,-0.63636,-0.14286
0.24444,0.076923,-0.63636,-0.14286
0.24444,0.076923,-0.59091,-0.14286
0.2,0.076923,-0.59091,-0.14286
0.2,0.076923,-0.54545,-0.14286
0.2,0.076923,-0.45455,-0.14286
0.2,0.076923,-0.36364,-0.14286
0.2,0.025641,-0.31818,-0.14286
0.066667,0.025641,-0.18182,-0.14286
0.066667,0.025641,-0.18182,-0.14286
0.066667,0.025641,-0.18182,-0.14286
0.28889,0.076923,-0.18182,-0.14286
0.37778,0.17949,-0.18182,-0.14286
0.37778,0.076923,-0.18182,-0.28571
0.37778,0.12821,-0.22727,-0.28571
0.37778,0.076923,-0.18182,-0.28571
0.46667,0.076923,-0.18182,-0.28571
0.46667,0.025641,-0.27273,-0.33333
0.33333,-0.025641,-0.36364,-0.33333
0.2,-0.025641,-0.45455,-0.33333
0.2,-0.076923,-0.54545,-0.28571
0.066667,-0.076923,-0.59091,-0.28571
0.066667,-0.23077,-0.59091,-0.14286
0.2,-0.38462,-0.59091,-0.14286
0.2,-0.38462,-0.59091,-0.14286
