#RSS_anchor1, RSS_anchor2, RSS_anchor3, RSS_anchor4
-0.45455,-0.64444,0.64444,0.06383
-0.18182,-0.6,0.2,0.06383
-0.18182,-1,0.42222,0.06383
-0.13636,-0.46667,0.73333,-0.021277
-0.31818,-0.2,0.46667,-0.021277
-0.31818,-0.24444,0.066667,-0.021277
-0.22727,-0.33333,-0.022222,-0.53191
-0.18182,-0.37778,0.28889,-0.53191
-0.18182,-0.37778,0.46667,-0.53191
-0.18182,-0.42222,0.68889,-0.48936
-0.18182,-0.6,0.33333,0.2766
-0.18182,-0.95556,0.066667,0.2766
-0.31818,-0.73333,0.2,0.021277
-0.13636,-0.86667,0.2,0.021277
0,-0.6,0.022222,0.021277
0,-0.55556,0.2,0.021277
0,-0.46667,0.15556,0.31915
-0.27273,-0.42222,0.24444,0.2766
-0.22727,-0.73333,0.2,0.2766
-0.22727,-0.6,0.066667,0.2766
-0.045455,-0.24444,0.37778,0.06383
-0.045455,-0.11111,0.022222,0.06383
-0.045455,-0.15556,0.066667,0.021277
-0.045455,-0.28889,-0.33333,0.021277
-0.27273,-0.86667,0.2,-0.10638
-0.22727,-0.2,0.066667,-0.10638
-0.22727,-0.15556,-0.066667,-0.10638
-0.22727,-0.51111,0.066667,0.06383
-0.22727,-1,0.33333,0.14894
-0.31818,-0.28889,0.022222,-0.14894
-0.045455,0.066667,0.066667,-0.14894
-0.22727,0.2,-0.022222,-0.14894
-0.045455,0.11111,0.2,-0.14894
-0.045455,-0.15556,0.022222,-0.14894
-0.045455,-0.022222,0.066667,-0.14894
0.090909,-0.2,0.11111,0.021277
0.090909,0.066667,-0.2,0.021277
0,-1,-0.42222,-0.31915
0,0.066667,-0.066667,-0.31915
0,-0.022222,-0.15556,-0.3617
0,-0.11111,-0.2,0.14894
0.090909,-0.066667,-0.64444,-0.3617
0.090909,0.066667,-0.24444,-0.3617
0.090909,-0.066667,0.066667,-0.3617
0.090909,-0.24444,-0.2,-0.3617
0.090909,-0.066667,-0.51111,-0.19149
0.090909,-0.066667,-0.51111,-0.3617
0.090909,0.11111,-0.2,-0.3617
0.090909,-0.42222,-0.33333,-0.31915
0.090909,-0.64444,-1,-0.3617
0.18182,-0.24444,-0.11111,-0.3617
0.18182,-0.15556,-0.11111,-0.3617
-0.045455,-0.066667,-0.28889,-0.23404
-0.31818,-0.066667,-0.33333,-0.23404
-0.40909,0.11111,-0.15556,-0.23404
0.090909,0.2,-0.33333,-0.23404
0.40909,-0.066667,-0.77778,-0.23404
0.13636,0.28889,-0.95556,-0.23404
0.13636,0.15556,-0.86667,-0.23404
