#RSS_anchor1, RSS_anchor2, RSS_anchor3, RSS_anchor4
-0.11111,0.53846,-0.22727,-0.095238
-0.11111,0.48718,-0.31818,-0.095238
-0.11111,0.23077,-0.31818,-0.095238
-0.11111,0.12821,-0.36364,-0.33333
-0.28889,-0.076923,-0.59091,-0.33333
-0.2,-0.48718,-0.63636,-0.33333
-0.2,0.076923,-0.68182,-0.57143
-0.6,0.23077,-0.72727,-0.57143
-0.6,-0.33333,-0.36364,-0.57143
-0.2,-0.38462,-0.13636,-0.57143
0.066667,0.23077,-0.27273,-0.57143
-0.066667,-0.23077,-0.40909,-0.57143
-0.066667,0.025641,-0.31818,-0.71429
-0.066667,0.17949,-0.36364,-0.71429
-0.24444,0.33333,-0.22727,-0.71429
-0.24444,0.076923,-0.36364,-0.57143
-0.24444,-0.23077,-0.40909,-0.14286
-0.24444,0.076923,-0.63636,-0.47619
0.022222,0.38462,-0.59091,-0.47619
0.022222,0.12821,-0.18182,-0.14286
0.022222,0.23077,-0.18182,-0.095238
0.2,0.53846,-0.22727,-0.095238
0.2,0.48718,-0.090909,0
-0.066667,0.33333,-0.045455,0
-0.066667,0.23077,-0.18182,-0.42857
-0.33333,0.076923,-0.59091,-0.42857
-0.33333,0.53846,-0.22727,-0.38095
-0.33333,0.64103,-0.18182,-0.14286
-0.33333,0.23077,-0.27273,-0.2381
-0.33333,0.33333,-0.45455,-0.28571
0.46667,0.48718,-0.54545,-0.28571
0.46667,0.69231,-0.45455,-0.57143
0.15556,0.64103,-1,-0.57143
0.46667,0.48718,-0.77273,-0.57143
0.37778,0.38462,-0.72727,-0.57143
0.37778,-0.12821,-0.86364,-0.80952
0.37778,0.53846,-1,-0.71429
0.28889,0.64103,-0.81818,-0.71429
0.28889,0.84615,-0.72727,-0.90476
0.28889,0.84615,-1,-0.61905
0.33333,0.64103,-1,-0.61905
0.11111,0.23077,-1,-0.61905
