#RSS_anchor1, RSS_anchor2, RSS_anchor3, RSS_anchor4
0.52381,0.76,-0.7619,-0.4
0.57143,0.76,-0.57143,-0.4
0.71429,0.76,-0.52381,-0.7
0.80952,0.76,-0.95238,-0.95
0.7619,0.64,-0.90476,-0.95
0.52381,0.76,-0.80952,-1
0.61905,0.64,-1,-0.6
0.57143,0.84,-0.42857,-0.9
0.047619,0.6,-1,-1
0.71429,0.88,-0.42857,-0.8
0.42857,0.76,-0.52381,-0.6
0.28571,0.76,-0.66667,-0.65
0.14286,0.76,-0.42857,-0.45
0.47619,0.52,-0.61905,-0.9
0.2381,0.88,-0.90476,-0.65
0.047619,0.88,-0.47619,-1
0.71429,1,-0.95238,-0.55
0.71429,0.52,-0.66667,-0.85
0.14286,0.64,-0.66667,-0.5
0.2381,0.72,-0.7619,-1
0.42857,0.28,-0.71429,-1
0.42857,0.52,-0.66667,-0.95
0.42857,0.2,-0.85714,-0.7
0.28571,0.64,-0.61905,-0.5
