#RSS_anchor1, RSS_anchor2, RSS_anchor3, RSS_anchor4
-0.15556,0.23077,-0.36364,0
-0.15556,0.076923,-0.86364,0.095238
-0.15556,-0.4359,-0.22727,0.28571
-0.33333,-0.12821,-0.31818,0.28571
-0.066667,-0.89744,-0.090909,0.28571
-0.066667,-0.53846,-0.045455,0.42857
-0.066667,-0.28205,0.090909,0.28571
-0.33333,-0.89744,-0.045455,0.28571
0.022222,-0.4359,0.13636,0.28571
-0.55556,-0.33333,0.090909,0.28571
-0.55556,-0.025641,-0.045455,-0.47619
-0.066667,-0.23077,0.13636,-0.47619
-0.066667,-0.17949,0,0.047619
-0.46667,-0.4359,0.36364,0.047619
-0.46667,-0.79487,0.5,0.71429
-0.42222,-0.53846,0.90909,0.71429
-0.066667,-0.89744,0.68182,0.71429
-0.066667,-0.38462,0.77273,0.28571
-0.066667,-0.38462,0.36364,0.047619
-0.066667,-0.38462,0.22727,0.33333
-0.64444,-0.64103,0.5,0.33333
-0.64444,-0.89744,0.77273,0.90476
-0.55556,-0.64103,0.68182,0.90476
-0.55556,-0.53846,0.86364,0.90476
-0.55556,-0.74359,0.77273,0.7619
-0.33333,-0.94872,0.77273,0.7619
-0.46667,-0.69231,0.77273,0.7619
-0.46667,-0.38462,0.86364,0.85714
-0.77778,-0.79487,0.77273,0.85714
-0.77778,-0.38462,0.90909,0.85714
-0.77778,-0.84615,0.81818,0.57143
-0.42222,-0.94872,0.90909,0.57143
-0.37778,-0.69231,0.81818,0.57143
-0.95556,-0.74359,0.77273,0.57143
-0.95556,-0.89744,0.81818,0.28571
-0.6,-0.94872,0.81818,0.28571
-0.15556,-1,0.77273,0.28571
-0.15556,-0.84615,0.5,0.71429
-0.15556,-0.48718,0.22727,0.7619
-0.28889,-0.38462,0.090909,0.7619
-0.2,-0.53846,-0.22727,0.7619
-0.2,-0.53846,0.090909,0.42857
-0.2,-0.4359,0.22727,0.85714
-0.2,-0.94872,-0.31818,0.85714
-0.2,-1,-0.54545,0.57143
0.022222,-0.69231,-0.045455,0.57143
0.2,-0.69231,0.13636,0.57143
0.2,-0.53846,0.31818,0.57143
0.28889,-0.38462,0.36364,0.57143
0.28889,-0.53846,0.22727,0.57143
0.28889,-0.64103,0.36364,0.38095
