#RSS_anchor1, RSS_anchor2, RSS_anchor3, RSS_anchor4
0.64444,-0.12821,-0.18182,-0.28571
0.2,-0.17949,-0.31818,-0.19048
0.2,0.076923,-0.18182,-0.19048
0.2,0.23077,-0.13636,-0.42857
0.2,-0.12821,-0.27273,-0.71429
0.2,0.025641,-0.27273,-0.71429
0.2,0.23077,-0.31818,-0.66667
0.2,0.23077,-0.27273,-0.33333
-0.82222,0.28205,-0.27273,-0.28571
-0.82222,0.33333,-0.59091,-0.28571
-0.82222,0.38462,-0.86364,0
-0.28889,0.23077,-0.54545,0.047619
-0.28889,0.076923,-0.68182,0.047619
-0.28889,0.076923,-0.31818,-0.38095
0.066667,-0.025641,-0.22727,-0.42857
0.066667,0.23077,-0.090909,-0.42857
0.066667,0.23077,-0.045455,-0.28571
0.066667,-0.23077,-0.045455,-0.2381
-0.066667,0.076923,-0.045455,0.047619
-0.11111,-0.4359,-0.090909,0.047619
-0.33333,0.076923,-0.045455,0.047619
-0.33333,-0.076923,0.090909,0.047619
-0.37778,0.12821,0.090909,-0.095238
-0.37778,0.33333,0.090909,-0.095238
-0.37778,-0.076923,0.090909,-0.095238
-0.28889,-0.076923,-0.045455,-0.047619
0.066667,0.23077,-0.22727,-0.047619
-0.28889,-0.23077,-0.045455,-0.047619
0.15556,-0.12821,0.090909,-0.047619
0.15556,-0.23077,-0.18182,-0.047619
0.2,-0.17949,-0.045455,0.047619
0.2,-0.076923,-0.59091,0.047619
-0.11111,-0.23077,-0.045455,-0.28571
-0.11111,-0.12821,-0.045455,-0.28571
-0.11111,-0.23077,-0.045455,-0.14286
-0.33333,-0.28205,-0.18182,0.38095
-0.15556,-0.38462,0.090909,0.38095
-0.55556,-0.74359,-0.45455,0.38095
0.066667,-0.74359,-0.22727,0.38095
0.066667,-0.89744,0.045455,0.38095
0.066667,-0.84615,-0.18182,0.19048
-0.066667,-0.69231,-0.59091,0.42857
-0.066667,-0.23077,0.13636,0.42857
-0.2,-0.58974,-0.045455,0.14286
-0.066667,-0.33333,-0.090909,0.14286
-0.066667,-0.23077,0.18182,0.14286
-0.2,-0.38462,0.40909,0.28571
-0.2,-0.69231,0.77273,0.28571
-0.37778,-0.69231,0.68182,0.47619
-0.28889,-0.53846,0.5,0.47619
-0.28889,-0.38462,0.36364,0.47619
-0.68889,-1,-0.27273,0.19048
-0.68889,-0.38462,0.31818,0.19048
-0.91111,-1,0.40909,0.47619
-0.6,-0.53846,0.72727,0.47619
-0.55556,-0.79487,0.5,0.47619
-0.42222,-0.48718,0.5,0.47619
-0.42222,-0.69231,0.63636,0.47619
-0.42222,-1,0.77273,0.57143
