#RSS_anchor1, RSS_anchor2, RSS_anchor3, RSS_anchor4
0.066667,-0.23077,0.27273,0.85714
0.066667,0.076923,0.090909,0.85714
0.11111,-0.38462,0.090909,0.85714
-0.2,-0.79487,0.090909,0.85714
-0.2,-0.38462,0.090909,0.85714
-0.2,-1,0.27273,0.42857
-0.55556,-0.53846,0.090909,0.42857
-0.55556,-0.48718,0.13636,0.28571
-0.46667,-0.89744,0.5,0.28571
-0.6,-0.53846,0.68182,0.28571
-0.46667,-0.94872,0.31818,0.28571
-0.33333,-0.79487,0.36364,0.28571
-0.33333,-0.58974,0.22727,0.52381
-0.55556,-0.4359,0.045455,0.52381
-0.55556,-0.69231,0.36364,0.52381
-0.73333,-0.69231,-0.27273,0.52381
-0.68889,-0.74359,-0.27273,0.52381
-0.68889,-1,0.22727,0.57143
-0.73333,-0.53846,0.13636,0.57143
-0.42222,-0.69231,0.045455,0.57143
-0.42222,-0.64103,0.36364,0.57143
-0.42222,-0.94872,0.22727,0.85714
-0.42222,-0.79487,0.40909,0.7619
-0.42222,-0.69231,0.22727,0.7619
-0.64444,-0.79487,0.40909,0.7619
-0.33333,-0.53846,0.77273,0.7619
-0.6,-0.53846,0.72727,0.7619
-0.6,-1,0.77273,0.33333
-0.066667,-0.23077,0.5,0.33333
-0.066667,-0.23077,0.31818,0.14286
-0.066667,0.025641,0.40909,0.28571
-0.11111,-0.025641,0.40909,0.28571
-0.11111,-0.12821,0.36364,-0.33333
-0.11111,-0.23077,0.22727,-0.14286
0.066667,-0.23077,0.22727,-0.14286
0.066667,-0.23077,0.22727,-0.14286
-0.066667,-0.28205,0.13636,-0.14286
