#RSS_anchor1, RSS_anchor2, RSS_anchor3, RSS_anchor4
-0.066667,0.076923,-0.31818,-0.19048
-0.066667,0.076923,-0.31818,0
0.066667,0.23077,-0.81818,0
-0.2,0.23077,-0.54545,0
-0.2,0.17949,-0.31818,-0.14286
-0.11111,0.17949,-0.59091,-0.14286
-0.11111,0.33333,-0.31818,-0.42857
-0.11111,0.38462,-0.090909,-0.14286
-0.11111,0.38462,-0.090909,-0.14286
-0.46667,-0.12821,0.045455,-0.14286
-0.46667,-0.33333,0.045455,0.19048
-0.33333,-0.076923,-0.18182,0.19048
0.066667,-0.076923,-0.045455,0.19048
0.066667,0.076923,-0.090909,0
0.066667,-0.48718,0.090909,0.14286
0.066667,-0.076923,0.090909,0
0.066667,-0.48718,0.090909,0
0.066667,0.076923,0.090909,0
0.15556,-0.12821,-0.31818,0
0.066667,-0.076923,-0.18182,0
0.2,-0.17949,-0.18182,0
-0.55556,-0.025641,0.090909,0
0.2,-0.076923,-0.045455,0
0.2,0.076923,-0.13636,0.095238
0.2,0.28205,-0.31818,0.14286
0.2,-0.076923,-0.045455,0
-0.33333,-0.74359,-0.81818,0
-0.46667,-0.38462,-0.81818,0
-0.11111,-0.38462,-0.045455,0
-0.11111,-0.38462,0,0.14286
-0.2,-0.84615,-0.045455,0.14286
-0.2,-1,0,0.38095
-0.2,-0.58974,-0.31818,0.42857
-0.2,-0.076923,0.090909,0.42857
0.11111,-0.23077,0.090909,0.42857
0.11111,-0.076923,0.18182,0.28571
-0.11111,-0.23077,-0.13636,0.28571
-0.066667,-0.38462,0.72727,0.28571
-0.066667,-0.53846,0.77273,0.80952
-0.066667,-0.69231,0.72727,0.80952
-0.6,-0.53846,0.5,0.80952
-0.6,-0.4359,0.77273,0.57143
-0.15556,-0.64103,0.22727,0.57143
-0.55556,-1,0.5,0.57143
-0.64444,-1,0.5,0.57143
-0.64444,-0.84615,0.63636,0.7619
-0.64444,-1,0.72727,0.90476
-0.33333,-1,0.77273,0.90476
-0.33333,-0.89744,0.77273,0.85714
-0.33333,-1,0.77273,0.71429
-0.33333,-1,0.77273,0.71429
-0.42222,-0.69231,0.72727,0.71429
-0.42222,-0.64103,0.90909,0.33333
-0.2,-0.38462,0.86364,0.33333
-0.2,-0.38462,0.90909,0.19048
-0.24444,-0.74359,0.77273,0.19048
