#RSS_anchor1, RSS_anchor2, RSS_anchor3, RSS_anchor4
0.33333,-0.12821,0.22727,0.28571
0.066667,-0.23077,0.22727,0.28571
0.2,-0.076923,0.045455,0.28571
0.2,-0.23077,0.045455,-0.14286
0.066667,-0.12821,-0.13636,-0.14286
0.022222,-0.076923,-0.27273,-0.14286
0.022222,-0.076923,-0.045455,0
0.022222,0.076923,0.090909,-0.66667
0.28889,-0.17949,0.090909,-0.66667
0.28889,-0.38462,-0.18182,-0.42857
0.2,-0.64103,-0.31818,-0.42857
0.022222,-0.53846,-0.045455,-0.42857
0.022222,-0.69231,0.090909,0.33333
0.022222,-0.89744,0.090909,-0.095238
0.022222,-0.4359,0.090909,-0.095238
0.33333,-0.23077,0.090909,-0.095238
0.33333,-0.53846,-0.45455,-0.47619
-0.51111,-0.23077,0.090909,-0.47619
0.2,0.23077,-0.18182,-0.47619
0.2,-0.025641,0.045455,-0.28571
0.2,0.23077,-0.31818,-0.57143
0.2,0.28205,-0.22727,0
0.2,-0.33333,-0.18182,0
0.2,0.076923,-0.18182,0
0.2,0.17949,-0.5,-1
0.2,0.23077,-0.45455,-0.14286
0.2,-0.12821,-0.045455,-0.52381
0.2,-0.12821,-0.090909,-0.14286
0.2,-0.38462,-0.18182,-0.19048
0.64444,0.076923,-0.45455,-0.19048
0.73333,0.48718,-0.95455,-0.19048
0.73333,0.69231,-0.59091,-0.57143
0.73333,0.64103,-0.90909,-0.42857
0.33333,0.53846,-1,-0.42857
0.33333,0.53846,-1,-0.71429
0.33333,0.53846,-0.59091,-0.85714
0.33333,0.28205,-0.40909,-0.28571
0.33333,0.69231,-0.86364,-0.42857
0.6,0.53846,-1,-0.42857
0.6,0.23077,-1,-0.42857
0.64444,0.58974,-0.72727,-0.42857
0.33333,0.23077,-0.72727,-0.42857
0.33333,0.53846,-1,-0.57143
0.33333,0.69231,-0.86364,-1
0.33333,0.69231,-1,-1
0.33333,0.84615,-0.77273,-0.61905
0.33333,0.38462,-1,-0.71429
0.33333,0.38462,-0.72727,-0.57143
0.82222,0.53846,-1,-0.57143
0.6,0.53846,-0.86364,-0.57143
0.6,0.53846,-0.90909,-0.85714
0.6,0.28205,-0.63636,-0.42857
0.6,0.69231,-0.59091,-0.7619
0.86667,0.38462,-0.59091,-0.7619
1,0.84615,-0.81818,-0.7619
