#RSS_anchor1, RSS_anchor2, RSS_anchor3, RSS_anchor4
-0.047619,-0.2,-0.28571,-0.1
-0.52381,0.12,-0.2381,-0.1
-0.47619,0.12,-0.095238,-0.15
0.33333,0.04,-0.61905,-0.15
0.14286,0.04,-0.71429,-0.65
0.42857,0,-0.61905,-0.25
0.2381,-0.08,-0.57143,-0.4
-0.2381,-0.08,-0.7619,-0.75
0.28571,0.12,-0.57143,-0.9
-0.047619,-0.16,-0.14286,-0.5
-0.14286,0.04,-0.47619,-0.4
0.14286,-0.08,-1,-0.35
0.28571,0.04,-0.33333,-0.05
0.28571,0.04,-0.33333,0.05
-0.14286,0.16,-0.28571,-0.1
-0.28571,0.12,-0.28571,0.05
0.19048,0.24,0,0.05
0.2381,0.28,-0.42857,0.2
-0.19048,0.04,-0.14286,-0.1
-0.28571,0.4,0.14286,-0.25
0,0.24,0.14286,0.05
0.14286,0.04,0,-0.2
0.19048,-0.48,-0.28571,-0.45
