#RSS_anchor1, RSS_anchor2, RSS_anchor3, RSS_anchor4
-0.11111,-0.84615,0.45455,0.28571
-0.11111,-0.64103,0.63636,-0.2381
-0.51111,-1,0.77273,-0.2381
-0.46667,-1,0.90909,-0.2381
-0.46667,-0.74359,0.77273,-0.047619
-0.33333,-0.74359,0.90909,-0.047619
-0.33333,-0.74359,0.86364,-0.047619
-0.2,-0.79487,0.90909,-0.047619
-0.2,-0.53846,0.86364,-0.047619
-0.2,-0.33333,0.81818,0.095238
-0.2,-0.23077,0.77273,0
-0.2,-0.33333,0.68182,0.14286
-0.2,-0.53846,0.5,-0.66667
0.46667,-0.74359,0.31818,-0.66667
0.46667,-0.94872,0.36364,0.2381
0.42222,-0.69231,0.090909,0.2381
0.42222,-0.64103,0.090909,0.095238
0.33333,-0.64103,-0.31818,0.095238
0.33333,-1,0.22727,0.095238
0.28889,-0.69231,0.090909,0.095238
0.33333,-0.74359,0.090909,0.095238
0.33333,-0.94872,0.13636,0.095238
0.28889,-0.64103,0.090909,0.095238
0.24444,-1,0.045455,0.095238
0.24444,-0.48718,0.40909,0.14286
0.24444,-0.23077,0.22727,0.19048
0.28889,-0.38462,0.18182,0.19048
-0.11111,-0.23077,0.090909,0.19048
0.2,-0.12821,-0.27273,0.19048
0.2,-0.28205,0.090909,-0.28571
0.2,-0.12821,0.090909,-0.28571
0.2,-0.076923,0.090909,0
0.11111,-0.17949,-0.31818,0
0.28889,-0.025641,-0.18182,0
0.28889,-0.12821,-0.18182,0.2381
0.28889,-0.89744,0.045455,-0.095238
0.24444,-0.38462,-0.36364,-0.095238
0.11111,-0.74359,-0.36364,-0.095238
0.28889,-0.17949,-0.31818,-0.095238
0.28889,-0.23077,0,-0.14286
0.2,-0.48718,-0.18182,-0.14286
0.2,-0.076923,-0.045455,-0.28571
0.2,-0.23077,0.090909,-0.095238
0.2,-0.23077,-0.045455,-0.28571
0.2,-0.076923,0.090909,-0.52381
0.2,0.17949,-0.045455,0.095238
0.2,-0.076923,-0.045455,-0.28571
0.2,0.076923,-0.59091,-0.28571
0.2,0.076923,-0.31818,0.14286
0.2,-0.38462,-0.045455,0.2381
0.2,0.17949,-0.90909,-0.095238
0.2,0.025641,-0.68182,-0.42857
0.2,0.076923,-0.27273,-0.42857
0.2,0.025641,-0.27273,-0.57143
0.2,-0.89744,-0.27273,-0.14286
0.64444,-0.025641,-0.31818,-0.14286
0.42222,-0.076923,-0.31818,-0.14286
0.42222,0.53846,-0.40909,-0.14286
0.42222,0.53846,-0.95455,-0.42857
