#RSS_anchor1, RSS_anchor2, RSS_anchor3, RSS_anchor4
-0.7619,-0.32,-0.047619,0.2
-0.57143,-0.08,0.14286,0
-1,-0.2,-0.42857,0.1
-0.71429,-0.6,-0.38095,0.2
-0.7619,-0.52,-0.33333,0
-1,-0.44,-0.33333,-0.35
-0.66667,-0.48,-0.28571,0.05
-0.7619,-0.44,-0.28571,0.5
-0.95238,-0.84,-0.42857,0.4
-0.90476,-0.32,-0.33333,0.3
-0.80952,-0.24,-0.28571,0.15
-0.80952,-0.08,-0.66667,0.05
-1,-0.08,-0.38095,0.25
-0.61905,-0.04,-0.28571,0.05
-1,-0.16,-0.14286,-0.25
-0.47619,-0.2,-0.2381,0.3
-0.57143,-0.08,0,0.35
-0.28571,-0.2,-0.095238,-0.1
-0.28571,-0.36,-0.14286,0.35
-0.47619,-0.08,-0.14286,0.45
-0.47619,0.04,0.2381,0.35
-0.61905,0.04,0.047619,-0.65
-0.71429,0,-0.42857,-0.5
-0.47619,0.04,-0.14286,0.25
-0.38095,0.04,0.047619,0.05
-0.57143,0.16,0,-0.05
-1,0.24,0.14286,0.35
