#RSS_anchor1, RSS_anchor2, RSS_anchor3, RSS_anchor4
-0.42857,-0.36,0.28571,0.45
-0.14286,-0.2,0.52381,0.8
-0.61905,-0.08,0.14286,0.8
-0.66667,-0.32,0,0.5
-0.85714,-0.32,0.14286,0.35
-0.71429,-0.6,0.14286,0.15
-0.66667,-0.8,0.14286,0.5
-0.52381,-0.32,-0.38095,0.5
-0.57143,-0.76,0.33333,0.35
-1,-0.32,0.28571,0.4
-0.85714,-0.68,0.42857,0.45
-0.71429,-0.28,0.57143,0.05
-1,-0.36,0.52381,0.35
-0.57143,-0.64,0.71429,-0.1
-1,-0.72,0.42857,0.6
-1,-0.64,0.42857,0.5
-0.61905,-0.16,0.42857,0.65
-0.7619,-0.68,0.7619,0.5
-0.80952,-0.48,0.71429,0.45
-0.90476,-0.32,0.85714,0.55
-1,-0.4,0.85714,0.3
-1,-0.4,0.71429,0.35
-0.57143,-0.32,0.71429,0.35
-0.57143,-0.32,0.85714,-0.1
-0.80952,-0.32,0.7619,0.2
-1,-0.76,0.80952,0.35
